ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0048020	CCR chemokine receptor binding	8/345	63/28407	9.45247095772771e-07	3.0610256085877e-05	2.32416094526072e-05	Ccl22/Ccl17/Cx3cl1/Ccl5/Ccrl2/Xcl1/Ccl9/Ccl21a	8
GO:0042379	chemokine receptor binding	9/345	85/28407	9.47858567322237e-07	3.0610256085877e-05	2.32416094526072e-05	Ccl22/Ccl17/Cx3cl1/Ccl5/Ccrl2/Xcl1/Ccl9/Ccl21a/Cxcl16	9
GO:0043236	laminin binding	6/345	31/28407	1.75085784103757e-06	5.3401164151646e-05	4.05461815819228e-05	Thbs1/Lgals3/Itga7/Itga9/Nid1/Ntn4	6
GO:0008083	growth factor activity	11/345	149/28407	2.24602243459039e-06	6.4898227188954e-05	4.92756168475233e-05	Pgf/Nrg1/Vegfa/Il12b/Osm/Hgf/Gdf15/Pdgfc/Inhba/Osgin2/Csf1	11
GO:0050840	extracellular matrix binding	7/345	58/28407	6.47932870438584e-06	0.000177857572935391	0.00013504285089141	Thbs1/Tgfbi/Lgals3/Itga7/Itga9/Nid1/Ntn4	7
GO:0038187	pattern recognition receptor activity	6/345	40/28407	8.32498669354348e-06	0.000217638937845494	0.000165247856172592	Clec7a/Cd14/Tlr2/Clec4n/Ptafr/Dmbt1	6
GO:0005543	phospholipid binding	19/345	492/28407	1.10335384772206e-05	0.000275336937454278	0.000209056518515759	F10/Pla2g2d/Sh3pxd2b/Thbs1/Mfge8/Baiap3/Axl/Adap2/Ptafr/Gab2/Pla2g7/Cd300a/Abca1/Sestd1/Ticam2/Fcgr4/Cpne7/Pcyt1a/Picalm	19
GO:0019955	cytokine binding	10/345	145/28407	1.18616230430176e-05	0.00028313178480942	0.000214974953090845	Il1rn/Il12b/Thbs1/Ccrl2/Csf3r/Il1r2/Ccr5/Csf1r/Pdpn/Cxcr3	10
GO:0019865	immunoglobulin binding	5/345	26/28407	1.36890841800529e-05	0.00031313780061871	0.000237757777864076	Fcgr1/Lgals3/Fcgr3/Fcgr2b/Fcgr4	5
GO:0004222	metalloendopeptidase activity	9/345	119/28407	1.55183592358976e-05	0.000340783168820312	0.000258748221364861	Mmp12/Mmp19/Adamdec1/Ece1/Adamts1/Mmp13/Adam23/Mmp14/Adamts2	9
GO:0001664	G protein-coupled receptor binding	15/345	335/28407	1.7216297661528e-05	0.00036352874677611	0.000276018375464174	Ccl22/Ccl17/Cx3cl1/Ccl5/Fcgr1/C3/Ccrl2/App/Xcl1/Ccl9/Grk3/Penk/Gna13/Ccl21a/Cxcl16	15
GO:0004713	protein tyrosine kinase activity	9/345	132/28407	3.54671800246373e-05	0.000721165993834291	0.000547563481082119	Axl/Lck/Src/Mertk/Txk/Nrp2/Csf1r/Ttn/Zap70	9
GO:0005525	GTP binding	15/345	363/28407	4.33895783285217e-05	0.000850745660798514	0.000645950113462202	Hcar2/Arl4c/Gimap3/Rab37/Iigp1/Gimap4/Gimap9/Rab7b/H1f4/Gimap7/Septin1/Gna13/Rab20/Rasd2/Rragc	15
GO:0005537	mannose binding	5/345	33/28407	4.60637857133815e-05	0.00087203511574643	0.000662114669419205	Mgl2/Clec4n/Clec4a1/Clec4a3/Clec4a2	5
GO:0001968	fibronectin binding	5/345	36/28407	7.10177742181415e-05	0.00129962526819199	0.000986773283873124	Vegfa/Thbs1/Mmp13/Ccdc80/Igfbp5	5
GO:0019001	guanyl nucleotide binding	15/345	387/28407	8.89551442075413e-05	0.00152613669281063	0.0011587577995456	Hcar2/Arl4c/Gimap3/Rab37/Iigp1/Gimap4/Gimap9/Rab7b/H1f4/Gimap7/Septin1/Gna13/Rab20/Rasd2/Rragc	15
GO:0032561	guanyl ribonucleotide binding	15/345	387/28407	8.89551442075413e-05	0.00152613669281063	0.0011587577995456	Hcar2/Arl4c/Gimap3/Rab37/Iigp1/Gimap4/Gimap9/Rab7b/H1f4/Gimap7/Septin1/Gna13/Rab20/Rasd2/Rragc	15
GO:0070851	growth factor receptor binding	9/345	151/28407	0.000100856866974624	0.0016778915142142	0.0012739814775742	Pgf/Il1rn/Vegfa/Il1b/Flrt3/App/Pdgfc/Ticam2/Agr2	9
GO:0048029	monosaccharide binding	7/345	92/28407	0.000132719965229765	0.00214303708562179	0.00162715499167142	Mgl2/Clec4n/Hk2/Lgals3/Clec4a1/Clec4a3/Clec4a2	7
GO:0016298	lipase activity	8/345	127/28407	0.000167067495358002	0.00257083919374343	0.00195197453882159	Pla2g2d/Ccl5/Pla2g15/Gde1/Pla2g7/Hmox1/Plbd1/Lipa	8
GO:0008237	metallopeptidase activity	10/345	199/28407	0.000172615881070285	0.00257083919374343	0.00195197453882159	Mmp12/Mmp19/Adamdec1/Ece1/Adamts1/Mmp13/Adam23/Mmp14/Adamts2/Aebp1	10
GO:0004620	phospholipase activity	7/345	96/28407	0.000173262386463583	0.00257083919374343	0.00195197453882159	Pla2g2d/Ccl5/Pla2g15/Gde1/Pla2g7/Hmox1/Plbd1	7
GO:0030020	extracellular matrix structural constituent conferring tensile strength	5/345	45/28407	0.000210476184896442	0.00303394818148138	0.00230360172536981	Col6a3/Scara3/Col14a1/Col6a1/Col4a1	5
GO:0001637	G protein-coupled chemoattractant receptor activity	4/345	25/28407	0.000221052690818315	0.00303394818148138	0.00230360172536981	Ccrl2/Ccr5/Gpr35/Cxcr3	4
GO:0004950	chemokine receptor activity	4/345	25/28407	0.000221052690818315	0.00303394818148138	0.00230360172536981	Ccrl2/Ccr5/Gpr35/Cxcr3	4
GO:0017171	serine hydrolase activity	10/345	216/28407	0.000333145317962498	0.00446089706247344	0.00338704867556223	F10/Cfb/Tpsb2/Htra3/Mmp13/Hgf/Nceh1/Cma1/Gzma/Plau	10
GO:1990405	protein antigen binding	3/345	12/28407	0.000360155451693727	0.00470774626142515	0.00357447515966707	Klrd1/Lck/Sirpa	3
GO:0019838	growth factor binding	8/345	146/28407	0.00043058598692426	0.00549748155398648	0.00417410161130984	Il1rn/Vegfa/Thbs1/Il1r2/Csf1r/Igfbp5/Col6a1/Col4a1	8
GO:0043325	phosphatidylinositol-3,4-bisphosphate binding	4/345	30/28407	0.000456524914528892	0.00569618586537185	0.00432497287448424	Adap2/Plek/Gab2/Sestd1	4
GO:0030021	extracellular matrix structural constituent conferring compression resistance	3/345	14/28407	0.000585239097967295	0.00713991699520099	0.00542116217064441	Vcan/Lum/Hspg2	3
GO:0004252	serine-type endopeptidase activity	9/345	194/28407	0.000645698034869584	0.00770626567703047	0.00585117670042003	F10/Cfb/Tpsb2/Htra3/Mmp13/Hgf/Cma1/Gzma/Plau	9
GO:0043621	protein self-association	6/345	87/28407	0.000679181890536618	0.00793342250860858	0.0060236512576148	Ccl5/Samd11/Ttn/Malt1/Fam20c/Ctsb	6
GO:0005149	interleukin-1 receptor binding	3/345	15/28407	0.000724985262225472	0.00829201893670383	0.00629592464564225	Il1rn/Il1b/Ticam2	3
GO:0019956	chemokine binding	4/345	35/28407	0.000831582939164312	0.00913712595000808	0.00693759347369035	Ccrl2/Ccr5/Pdpn/Cxcr3	4
GO:0019902	phosphatase binding	10/345	243/28407	0.00083216083333407	0.00913712595000808	0.00693759347369035	Lck/Gab2/Lgals3/Csf1r/Vcan/Cd300a/Skap1/Sirpa/Cttnbp2nl/Spred1	10
GO:0016004	phospholipase activator activity	3/345	16/28407	0.000884288529157727	0.00951910593152141	0.00722762141478761	Ccl5/Lck/Src	3
GO:0008236	serine-type peptidase activity	9/345	211/28407	0.00116813405825285	0.0123327999611695	0.00936398961676373	F10/Cfb/Tpsb2/Htra3/Mmp13/Hgf/Cma1/Gzma/Plau	9
GO:0001530	lipopolysaccharide binding	4/345	39/28407	0.00125746118974724	0.0130253998711553	0.00988986357775385	Cd14/Tlr2/Ptafr/Dmbt1	4
GO:0060229	lipase activator activity	3/345	20/28407	0.00173654943805657	0.0176549192869084	0.0134049430306121	Ccl5/Lck/Src	3
GO:0043394	proteoglycan binding	4/345	43/28407	0.00181626234288765	0.0181296004771876	0.0137653567039906	Pla2g2d/App/Nid1/Ctsb	4
GO:0004715	non-membrane spanning protein tyrosine kinase activity	4/345	45/28407	0.0021515313012249	0.0207226435854819	0.0157341901253012	Lck/Src/Txk/Zap70	4
GO:0042169	SH2 domain binding	4/345	45/28407	0.0021515313012249	0.0207226435854819	0.0157341901253012	Sh3pxd2b/Lck/Src/Skap1	4
GO:0060590	ATPase regulator activity	4/345	46/28407	0.0023341710687698	0.0220941364957694	0.0167755307301786	Fnip2/Hsph1/Bag3/Fnip1	4
GO:0019903	protein phosphatase binding	8/345	191/28407	0.00242450545757171	0.022560228749269	0.0171294230365459	Lck/Gab2/Lgals3/Csf1r/Vcan/Skap1/Sirpa/Cttnbp2nl	8
GO:0023023	MHC protein complex binding	3/345	23/28407	0.00262608055107434	0.0240286370423302	0.0182443490916744	Klrd1/Cd160/Cd8a	3
GO:0032813	tumor necrosis factor receptor superfamily binding	4/345	48/28407	0.00273091890761201	0.0245782701685081	0.0186616719139664	Tnfsf10/Tnfsf18/Fem1b/Fasl	4
GO:0016493	C-C chemokine receptor activity	3/345	24/28407	0.00297445333811992	0.0263383045585135	0.0199980224430473	Ccrl2/Ccr5/Cxcr3	3
GO:0019957	C-C chemokine binding	3/345	25/28407	0.00334991706275196	0.0291921344039813	0.0221648647761032	Ccrl2/Ccr5/Cxcr3	3
GO:0030170	pyridoxal phosphate binding	4/345	53/28407	0.00391962722211044	0.0336230522646661	0.025529150986114	Pdxk/Sgpl1/Got1/Alas1	4
GO:0005158	insulin receptor binding	3/345	27/28407	0.00418464319608041	0.0348808781852117	0.026484187060385	App/Src/Grb10	3
GO:0070279	vitamin B6 binding	4/345	54/28407	0.0041933296178943	0.0348808781852117	0.026484187060385	Pdxk/Sgpl1/Got1/Alas1	4
GO:0003924	GTPase activity	10/345	305/28407	0.00436347023485802	0.0357544053572694	0.0271474346112141	Arl4c/Rab37/Iigp1/Rab7b/Gimap7/Septin1/Gna13/Rab20/Rasd2/Rragc	10
GO:1990782	protein tyrosine kinase binding	6/345	128/28407	0.00482798521176117	0.0389788806067188	0.0295956988213223	Nrg1/Dscam/Itgax/Gab2/Sirpa/Cd247	6
GO:0045499	chemorepellent activity	3/345	29/28407	0.00513496041462299	0.0402336120289321	0.0305483853196378	Nrg1/Flrt3/Sema6d	3
GO:0050750	low-density lipoprotein particle receptor binding	3/345	29/28407	0.00513496041462299	0.0402336120289321	0.0305483853196378	App/Mmp13/Picalm	3
GO:0017124	SH3 domain binding	6/345	130/28407	0.00520325401467064	0.0402336120289321	0.0305483853196378	Cd3e/Dtx1/Sirpa/Picalm/Arhgap31/Qki	6
GO:0004714	transmembrane receptor protein tyrosine kinase activity	4/345	59/28407	0.00575622499642364	0.0438912155977302	0.0333255131371895	Axl/Mertk/Nrp2/Csf1r	4
GO:0071813	lipoprotein particle binding	3/345	31/28407	0.00620503073965243	0.0454235426483031	0.0344889711220938	Thbs1/Msr1/Abca1	3
GO:0071814	protein-lipid complex binding	3/345	31/28407	0.00620503073965243	0.0454235426483031	0.0344889711220938	Thbs1/Msr1/Abca1	3
GO:0047499	calcium-independent phospholipase A2 activity	2/345	10/28407	0.0062054020011343	0.0454235426483031	0.0344889711220938	Pla2g15/Pla2g7	2
