ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0042383	sarcolemma	11/357	170/28573	1.0460992513245e-05	0.000299535527466184	0.000227823876795525	Vdr/Col6a3/Lama2/Slc30a1/Itga7/Aqp4/Vcam1/Cacnb3/Ctsb/Col6a1/Slc8a1	11
GO:0042105	alpha-beta T cell receptor complex	4/357	12/28573	1.09586168585189e-05	0.000299535527466184	0.000227823876795525	Cd3g/Cd3e/Cd3d/Cd247	4
GO:0098637	protein complex involved in cell-matrix adhesion	4/357	14/28573	2.17262524576827e-05	0.000548170062009225	0.000416932941900469	Lama2/Plaur/Nid1/Plau	4
GO:0005770	late endosome	12/357	255/28573	9.71371497064412e-05	0.00227578465026519	0.00173094018649824	Baiap3/Nsg2/Slc11a1/Cd63/Src/Rnf149/Rab7b/Slc11a2/Cst7/Ticam2/Elapor1/Nmnat2	12
GO:0097197	tetraspanin-enriched microdomain	3/357	10/28573	0.000217457266502148	0.00475506556084697	0.00361665769550941	Tspan9/Tspan33/Pdpn	3
GO:0030175	filopodium	7/357	100/28573	0.00026524259178751	0.00543747313164396	0.00413569041142368	App/Src/Vcam1/Ttyh1/Tbc1d10c/Pdpn/Shtn1	7
GO:0044853	plasma membrane raft	8/357	134/28573	0.000292091860906896	0.00563565472808599	0.00428642545107952	Ptgs2/Vdr/Cd8a/Src/Hmox1/Skap1/Ctsb/Fasl	8
GO:0030139	endocytic vesicle	10/357	214/28573	0.00038693784727522	0.00705086743923735	0.00536282279556884	Slc11a1/Csf3r/Lck/Rab7b/Abca1/Rab20/Rabgef1/Rinl/Dmbt1/Mpeg1	10
GO:0034362	low-density lipoprotein particle	3/357	14/28573	0.000635562887080498	0.0109718224717054	0.00834506394670793	Msr1/App/Pla2g7	3
GO:0098858	actin-based cell projection	10/357	234/28573	0.00077428378514363	0.0126982540763555	0.00965817142521265	App/Src/Vcam1/Ttyh1/Tbc1d10c/Pdpn/Lyz2/Eps8/Atp6v1a/Shtn1	10
GO:0031527	filopodium membrane	3/357	17/28573	0.00115475681533193	0.0180362016870892	0.0137181636708606	Ttyh1/Tbc1d10c/Pdpn	3
GO:0005901	caveola	6/357	97/28573	0.00138823147979388	0.0206972693351088	0.0157421464455096	Ptgs2/Vdr/Src/Hmox1/Ctsb/Fasl	6
GO:0008021	synaptic vesicle	10/357	259/28573	0.00165885521147345	0.023656717798404	0.017993074833831	Prrt1/App/Penk/Septin1/Clcn4/Stx3/Kif1a/Atp6v1a/Picalm/Cadm1	10
GO:0030315	T-tubule	5/357	72/28573	0.00208855856932894	0.0285436337808288	0.0217100167074982	Vdr/Slc30a1/Aqp4/Cacnb3/Slc8a1	5
GO:0031234	extrinsic component of cytoplasmic side of plasma membrane	5/357	74/28573	0.00235642960533814	0.0288637298695648	0.0219534787518834	Tgm3/Lck/Src/Zap70/Gna13	5
GO:0030133	transport vesicle	12/357	366/28573	0.00236475541221419	0.0288637298695648	0.0219534787518834	Prrt1/App/Aph1c/Penk/Lyz2/Septin1/Clcn4/Stx3/Kif1a/Atp6v1a/Picalm/Cadm1	12
GO:0031594	neuromuscular junction	6/357	109/28573	0.00251208169131948	0.0288637298695648	0.0219534787518834	Nrg1/Lama2/App/Itga7/Dock7/Lama4	6
GO:0005765	lysosomal membrane	9/357	230/28573	0.0025519761165164	0.0288637298695648	0.0219534787518834	Slc15a3/H2-M2/Nkg7/Slc11a1/Cd63/Slc11a2/Clcn4/Fnip1/Rragc	9
GO:0098852	lytic vacuole membrane	9/357	230/28573	0.0025519761165164	0.0288637298695648	0.0219534787518834	Slc15a3/H2-M2/Nkg7/Slc11a1/Cd63/Slc11a2/Clcn4/Fnip1/Rragc	9
GO:0070382	exocytic vesicle	10/357	281/28573	0.00299351847701405	0.032729135348687	0.0248934694404327	Prrt1/App/Penk/Septin1/Clcn4/Stx3/Kif1a/Atp6v1a/Picalm/Cadm1	10
GO:0005774	vacuolar membrane	10/357	283/28573	0.00314824316293227	0.0333104437884447	0.0253356071176553	Slc15a3/H2-M2/Nkg7/Slc11a1/Cd63/Slc11a2/Clcn4/Fnip1/Rragc/Atp6v1a	10
GO:0045335	phagocytic vesicle	6/357	115/28573	0.00328045425361425	0.0336246560995461	0.0255745940166637	Slc11a1/Rab7b/Abca1/Rab20/Dmbt1/Mpeg1	6
GO:0030141	secretory granule	14/357	498/28573	0.00429326898192586	0.0426724916991419	0.0324562918250855	Vegfa/Il1b/Thbs1/Ece1/Slc11a1/App/Rab37/Penk/Lyz2/Cma1/Stx3/Kif1a/Atp6v1a/Dmbt1	14
GO:0005802	trans-Golgi network	9/357	254/28573	0.00489079700172186	0.047181806369552	0.0358860337278043	Baiap3/Nsg2/Tgfbi/Rab7b/Slc11a2/Ms4a6d/Elapor1/Plpp3/Nmnat2	9
GO:0005769	early endosome	11/357	353/28573	0.00515878274143861	0.0472043776019558	0.0359032011927584	H2-M2/Ece1/Nsg2/App/Slc11a2/Vcam1/Havcr2/Clcn4/Ticam2/Rabgef1/Picalm	11
GO:0043230	extracellular organelle	6/357	127/28573	0.00532488405875721	0.0472043776019558	0.0359032011927584	Cd63/Cd86/Iigp1/Slc11a2/Fasl/Cd9	6
GO:0065010	extracellular membrane-bounded organelle	6/357	127/28573	0.00532488405875721	0.0472043776019558	0.0359032011927584	Cd63/Cd86/Iigp1/Slc11a2/Fasl/Cd9	6
GO:0002102	podosome	3/357	29/28573	0.00555488683781419	0.0479474442842909	0.0364683706526859	Sh3pxd2b/Src/Vcam1	3
