ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0071674	mononuclear cell migration	24/351	199/28891	4.0174888635478e-17	1.45506142112495e-14	9.19601278622617e-15	Ccl22/Ccl17/Cx3cl1/Slamf8/Ccl5/Thbs1/App/Xcl1/Pla2g7/Lgals3/Csf1r/Ccl9/Cmklr1/Tnfsf18/Spi1/Eps8/Ccl21a/Sirpa/Slamf9/C3ar1/Cxcr3/Cadm1/Csf1/Cxcl16	24
GO:0002685	regulation of leukocyte migration	26/351	249/28891	6.93878000290214e-17	2.30367496096351e-14	1.45592647078438e-14	Pgf/Cx3cl1/Tlr2/Vegfa/Il1b/Slamf8/Ccl5/Thbs1/Dapk2/App/Ptafr/Xcl1/Pla2g7/Lgals3/Csf1r/Cd300a/Cmklr1/Tnfsf18/Spi1/Ccl21a/Mmp14/Rabgef1/C3ar1/Cxcr3/Cd9/Csf1	26
GO:0022409	positive regulation of cell-cell adhesion	30/351	354/28891	9.08159686309703e-17	2.7831601463522e-14	1.75896191874721e-14	Cx3cl1/Il1b/Cd160/H2-M2/Cd3e/Ccl5/Il12b/Emilin2/Cd80/Gimap3/Cd86/Lck/Ptafr/Ccr5/Xcl1/Plaur/Skap1/Hsph1/Vcam1/Pdpn/Malt1/Zap70/Havcr2/Sirpb1a/Ccl21a/Sirpa/Plpp3/Cd83/Foxp3/Il7r	30
GO:0019221	cytokine-mediated signaling pathway	33/351	450/28891	1.8261880539289e-16	5.19680943346623e-14	3.2843923496225e-14	Mmp12/Ccl22/Il1rn/Ccl17/Cx3cl1/Csf2rb/Il1b/Csf2rb2/Ccl5/Il12b/Axl/Osm/Ccrl2/Csf3r/Il1r2/Src/Txk/Ccr5/Iigp1/Xcl1/Gpr35/Csf1r/Lilra5/Ccl9/Csf2ra/Tnfsf18/Spi1/Ticam2/Ccl21a/Rabgef1/Slit3/Il7r/Csf1	33
GO:0002440	production of molecular mediator of immune response	32/351	425/28891	2.51632045554631e-16	6.683347129931e-14	4.22388668748546e-14	Clec7a/Igkv4-57/Igkv9-124/Tlr2/Il1b/Cd160/Igkv4-57-1/Igkv6-32/H2-M2/Il12b/Axl/Slc11a1/Igkv6-14/Gimap3/Cd86/Igkv10-96/Igkv4-51/Xcl1/Hmox1/Acp5/Cd96/Igkv4-63/Malt1/Fcgr2b/Igkv18-36/Ticam2/Fcgr4/Rabgef1/Slamf9/Foxp3/Il7r/Igkv4-81	32
GO:0071621	granulocyte chemotaxis	20/351	135/28891	3.04227124463933e-16	7.57525539915192e-14	4.78757422182715e-14	Ccl22/Ccl17/Cx3cl1/Vegfa/Il1b/Ccl5/Thbs1/Csf3r/Dapk2/Xcl1/Lgals3/Fcgr3/Csf1r/Ccl9/Cmklr1/Itga9/Tnfsf18/Ccl21a/C3ar1/Csf1	20
GO:0002696	positive regulation of leukocyte activation	32/351	432/28891	4.01223312229982e-16	9.40278632896616e-14	5.94257685977781e-14	Clec7a/Cd300lb/Il1b/Cd160/H2-M2/Cd3e/Ccl5/Il12b/Thbs1/Axl/Cd80/Gimap3/Cd86/Lck/Ptafr/Xcl1/Gab2/Csf1r/Hsph1/Vcam1/Malt1/Zap70/Spi1/Havcr2/Ticam2/Sirpb1a/Ccl21a/Sirpa/Mmp14/Cd83/Foxp3/Il7r	32
GO:0001906	cell killing	26/351	286/28891	2.03287795167679e-15	4.49943653304464e-13	2.84365149731631e-13	Clec7a/Ccl22/Ccl17/Klrd1/Cd160/H2-M2/Nkg7/Il12b/Fcgr1/Pvr/Gimap3/C3/Klrb1a/Klrb1/Ccr5/Lgals3/Fcgr3/Klrb1b/Lyz2/Spi1/Havcr2/Gzma/Fcgr4/Ccl21a/Il7r/Cadm1	26
GO:0002687	positive regulation of leukocyte migration	21/351	176/28891	4.81241110277549e-15	1.00908662281355e-12	6.37744451957837e-13	Pgf/Cx3cl1/Tlr2/Vegfa/Il1b/Ccl5/Thbs1/Dapk2/App/Ptafr/Xcl1/Pla2g7/Lgals3/Csf1r/Cmklr1/Tnfsf18/Spi1/Ccl21a/Mmp14/C3ar1/Csf1	21
GO:0051251	positive regulation of lymphocyte activation	28/351	367/28891	1.43030662537904e-14	2.84917079775505e-12	1.80068076205614e-12	Clec7a/Il1b/Cd160/H2-M2/Cd3e/Ccl5/Il12b/Axl/Cd80/Gimap3/Cd86/Lck/Xcl1/Csf1r/Hsph1/Vcam1/Malt1/Zap70/Spi1/Havcr2/Ticam2/Sirpb1a/Ccl21a/Sirpa/Mmp14/Cd83/Foxp3/Il7r	28
GO:0002429	immune response-activating cell surface receptor signaling pathway	25/351	284/28891	1.50337869091812e-14	2.85212414505609e-12	1.80254728254444e-12	Clec7a/Cd14/Tlr2/Clec4n/Klrd1/Cd160/Cd3e/Cd8a/Lck/Txk/Lgals3/Rab7b/Cd300a/Skap1/Cmklr1/Cacnb3/Malt1/Zap70/Ticam2/Lipa/Cd247/Rabgef1/C3ar1/Lat/Foxp3	25
GO:0050921	positive regulation of chemotaxis	20/351	165/28891	1.6031711899722e-14	2.9031972822042e-12	1.83482559158541e-12	Pgf/Cx3cl1/Vegfa/Il1b/Ccl5/Dscam/Thbs1/Dapk2/App/Xcl1/Pla2g7/Csf1r/Cmklr1/Tnfsf18/Spi1/Stx3/Ccl21a/C3ar1/Cxcr3/Csf1	20
GO:0007162	negative regulation of cell adhesion	26/351	315/28891	2.03672140948739e-14	3.5279556936512e-12	2.2296739640704e-12	Mmp12/Pla2g2d/Il1rn/Plet1/Vegfa/Dscam/Thbs1/Cd80/Gimap3/Cd86/Src/Lgals3/Cd300a/Acp5/Zfp703/Tnfsf18/Spi1/Plxnd1/Havcr2/Dtx1/Ccl21a/Hspg2/Mmp14/Specc1l/Foxp3/Cd9	26
GO:1903037	regulation of leukocyte cell-cell adhesion	29/351	407/28891	2.76997483452808e-14	4.59815822531661e-12	2.90604377376805e-12	Pla2g2d/Il1b/Cd160/H2-M2/Cd3e/Ccl5/Il12b/Cd80/Gimap3/Cd86/Lck/Ptafr/Xcl1/Lgals3/Cd300a/Skap1/Hsph1/Vcam1/Malt1/Tnfsf18/Zap70/Havcr2/Dtx1/Sirpb1a/Ccl21a/Sirpa/Cd83/Foxp3/Il7r	29
GO:0002690	positive regulation of leukocyte chemotaxis	17/351	111/28891	3.01115444568743e-14	4.7816344488254e-12	3.02200105727921e-12	Pgf/Cx3cl1/Vegfa/Il1b/Ccl5/Thbs1/Dapk2/App/Xcl1/Pla2g7/Csf1r/Cmklr1/Tnfsf18/Spi1/Ccl21a/C3ar1/Csf1	17
GO:0002757	immune response-activating signaling pathway	30/351	440/28891	3.12054457001657e-14	4.7816344488254e-12	3.02200105727921e-12	Clec7a/Cd14/Slc15a3/Tlr2/Clec4n/Klrd1/Cd160/Cd3e/Cd8a/Cd86/Lck/App/Src/Txk/Lgals3/Rab7b/Cd300a/Skap1/Cmklr1/Cacnb3/Malt1/Zap70/Havcr2/Ticam2/Lipa/Cd247/Rabgef1/C3ar1/Lat/Foxp3	30
GO:0002768	immune response-regulating cell surface receptor signaling pathway	25/351	294/28891	3.32453363363184e-14	4.86703651265286e-12	3.07597530603087e-12	Clec7a/Cd14/Tlr2/Clec4n/Klrd1/Cd160/Cd3e/Cd8a/Lck/Txk/Lgals3/Rab7b/Cd300a/Skap1/Cmklr1/Cacnb3/Malt1/Zap70/Ticam2/Lipa/Cd247/Rabgef1/C3ar1/Lat/Foxp3	25
GO:0030198	extracellular matrix organization	26/351	322/28891	3.42060799082028e-14	4.86703651265286e-12	3.07597530603087e-12	Mmp12/Mmp19/Sh3pxd2b/Phldb1/Tnxb/Adamts1/Lama2/App/Tgfbi/Mmp13/Scara3/Lgals3/Col14a1/Pdpn/Ccdc80/Nid1/Ntn4/Cma1/Has1/Mfap4/Hspg2/Mmp14/Col4a1/Dpt/Adamts2/Aebp1	26
GO:0050727	regulation of inflammatory response	29/351	411/28891	3.55710388689879e-14	4.88641019947426e-12	3.08821950886241e-12	Pla2g2d/Ptgs2/Cx3cl1/Tlr2/Il1b/Slamf8/H2-M2/Ccl5/Nkg7/Il12b/Fcgr1/Osm/C3/App/Slc7a2/Ccr5/Xcl1/Fcgr3/Csf1r/Lilra5/Acp5/Hgf/Cst7/Tnfsf18/Fcgr2b/Cma1/Sirpa/Rabgef1/Foxp3	29
GO:0045229	external encapsulating structure organization	26/351	323/28891	3.67952575261616e-14	4.88641019947426e-12	3.08821950886241e-12	Mmp12/Mmp19/Sh3pxd2b/Phldb1/Tnxb/Adamts1/Lama2/App/Tgfbi/Mmp13/Scara3/Lgals3/Col14a1/Pdpn/Ccdc80/Nid1/Ntn4/Cma1/Has1/Mfap4/Hspg2/Mmp14/Col4a1/Dpt/Adamts2/Aebp1	26
GO:0043062	extracellular structure organization	26/351	324/28891	3.95697215083514e-14	5.0853474351378e-12	3.21394817819954e-12	Mmp12/Mmp19/Sh3pxd2b/Phldb1/Tnxb/Adamts1/Lama2/App/Tgfbi/Mmp13/Scara3/Lgals3/Col14a1/Pdpn/Ccdc80/Nid1/Ntn4/Cma1/Has1/Mfap4/Hspg2/Mmp14/Col4a1/Dpt/Adamts2/Aebp1	26
GO:0007159	leukocyte cell-cell adhesion	30/351	447/28891	4.71775326827543e-14	5.87360281900292e-12	3.71212691372199e-12	Pla2g2d/Il1b/Cd160/H2-M2/Cd3e/Ccl5/Il12b/Thbs1/Cd80/Gimap3/Cd86/Lck/Ptafr/Xcl1/Lgals3/Cd300a/Skap1/Hsph1/Vcam1/Malt1/Tnfsf18/Zap70/Havcr2/Dtx1/Sirpb1a/Ccl21a/Sirpa/Cd83/Foxp3/Il7r	30
GO:0002764	immune response-regulating signaling pathway	30/351	450/28891	5.6183911898335e-14	6.78293045463535e-12	4.28682351709146e-12	Clec7a/Cd14/Slc15a3/Tlr2/Clec4n/Klrd1/Cd160/Cd3e/Cd8a/Cd86/Lck/App/Src/Txk/Lgals3/Rab7b/Cd300a/Skap1/Cmklr1/Cacnb3/Malt1/Zap70/Havcr2/Ticam2/Lipa/Cd247/Rabgef1/C3ar1/Lat/Foxp3	30
GO:1905517	macrophage migration	14/351	67/28891	6.4501809142354e-14	7.558094341857e-12	4.77672840459785e-12	Cx3cl1/Slamf8/Ccl5/Thbs1/Gpr35/Lgals3/Csf1r/Cmklr1/Tnfsf18/Ccl21a/Mmp14/C3ar1/Cd9/Csf1	14
GO:0002688	regulation of leukocyte chemotaxis	18/351	137/28891	8.15242807111256e-14	9.27979241008927e-12	5.86484449506804e-12	Pgf/Cx3cl1/Vegfa/Il1b/Slamf8/Ccl5/Thbs1/Dapk2/App/Xcl1/Pla2g7/Csf1r/Cmklr1/Tnfsf18/Spi1/Ccl21a/C3ar1/Csf1	18
GO:0002274	myeloid leukocyte activation	24/351	280/28891	9.21370997126004e-14	1.01965057015278e-11	6.44420884539591e-12	Dcstamp/Cx3cl1/Tlr2/Cd300lb/Ccl5/Thbs1/Ndrg1/Slc11a1/Gimap3/Nampt/App/Slc7a2/Ptafr/Gab2/Hmox1/Fcgr3/Csf1r/Cd300a/Cst7/Spi1/Havcr2/Fcgr4/Rabgef1/Lat	24
GO:0031589	cell-substrate adhesion	27/351	368/28891	1.10140077609221e-13	1.18594072755443e-11	7.49516545209836e-12	Mmp12/Plet1/Vegfa/Cd3e/Thbs1/Axl/Tnxb/Cd63/Itgax/Src/Mertk/Itga7/Skap1/Cd96/Vcam1/Ttyh1/Pdpn/Itga9/Ccdc80/Nid1/Ntn4/Ccl21a/Sirpa/Mmp14/Agr2/Plau/Csf1	27
GO:0050863	regulation of T cell activation	28/351	411/28891	2.36396251413201e-13	2.47842806744788e-11	1.56637072958553e-11	Pla2g2d/Il1b/Cd160/H2-M2/Cd3e/Ccl5/Il12b/Cd80/Gimap3/Cd86/Lck/Xcl1/Lgals3/Cd300a/Hsph1/Vcam1/Malt1/Tnfsf18/Zap70/Havcr2/Dtx1/Sirpb1a/Ccl21a/Sirpa/Lat/Cd83/Foxp3/Il7r	28
GO:0002706	regulation of lymphocyte mediated immunity	22/351	241/28891	2.8332127869218e-13	2.8942358315632e-11	1.82916193962671e-11	Klrd1/Il1b/Cd160/H2-M2/Il12b/Cd80/Fcgr1/Pvr/Gimap3/C3/Klrb1a/Klrb1/Xcl1/Fcgr3/Cd96/Klrb1b/Malt1/Fcgr2b/Havcr2/Foxp3/Il7r/Cadm1	22
GO:0048246	macrophage chemotaxis	12/351	47/28891	3.05877996177495e-13	3.04654484192785e-11	1.92542149172781e-11	Cx3cl1/Slamf8/Ccl5/Thbs1/Gpr35/Lgals3/Csf1r/Cmklr1/Tnfsf18/Ccl21a/C3ar1/Csf1	12
GO:0050920	regulation of chemotaxis	22/351	243/28891	3.35231365246598e-13	3.25746770522548e-11	2.05872509799708e-11	Pgf/Cx3cl1/Vegfa/Il1b/Slamf8/Ccl5/Dscam/Thbs1/Dapk2/App/Xcl1/Pla2g7/Csf1r/Cmklr1/Tnfsf18/Spi1/Sema6d/Stx3/Ccl21a/C3ar1/Cxcr3/Csf1	22
GO:0002699	positive regulation of immune effector process	25/351	326/28891	3.44383607670971e-13	3.26672450705036e-11	2.06457541240342e-11	Clec7a/Tlr2/Klrd1/Il1b/Cd160/H2-M2/Il12b/Fcgr1/Pvr/Gimap3/C3/Cd86/Ptafr/Xcl1/Gab2/Hmox1/Fcgr3/C6/Cd300a/Malt1/Spi1/Ticam2/Rabgef1/Foxp3/Cadm1	25
GO:0002449	lymphocyte mediated immunity	30/351	489/28891	4.81418618535775e-13	4.46039947964309e-11	2.81898001355587e-11	Csf2rb/Klrd1/Il1b/Cd160/H2-M2/Csf2rb2/Nkg7/Il12b/Cd80/Fcgr1/Slc11a1/Pvr/Cd8a/Gimap3/C3/Csf3r/Klrb1a/Klrb1/Xcl1/Fcgr3/Cd96/Klrb1b/Malt1/Fcgr2b/Havcr2/Fcgr4/C1qb/Foxp3/Il7r/Cadm1	30
GO:1903039	positive regulation of leukocyte cell-cell adhesion	24/351	303/28891	5.15239507906471e-13	4.63189183146588e-11	2.92736346989705e-11	Il1b/Cd160/H2-M2/Cd3e/Ccl5/Il12b/Cd80/Gimap3/Cd86/Lck/Ptafr/Xcl1/Skap1/Hsph1/Vcam1/Malt1/Zap70/Havcr2/Sirpb1a/Ccl21a/Sirpa/Cd83/Foxp3/Il7r	24
GO:1905521	regulation of macrophage migration	12/351	49/28891	5.28481732646128e-13	4.63189183146588e-11	2.92736346989705e-11	Cx3cl1/Slamf8/Ccl5/Thbs1/Csf1r/Cmklr1/Tnfsf18/Ccl21a/Mmp14/C3ar1/Cd9/Csf1	12
GO:0070661	leukocyte proliferation	28/351	425/28891	5.34806787769654e-13	4.63189183146588e-11	2.92736346989705e-11	Pla2g2d/Cx3cl1/Csf2rb/Il1b/H2-M2/Cd3e/Csf2rb2/Ccl5/Cfb/Il12b/Cd80/Slc11a1/Cd86/Xcl1/Lgals3/Csf1r/Cd300a/Csf2ra/Vcam1/Malt1/Tnfsf18/Zap70/Fcgr2b/Havcr2/Lipa/Foxp3/Il7r/Csf1	28
GO:0050866	negative regulation of cell activation	21/351	225/28891	6.45578035079346e-13	5.47230402501301e-11	3.45850539733437e-11	Pla2g2d/Cx3cl1/Axl/Cd80/Gimap3/Cd86/Mertk/Hmox1/Lgals3/Cd300a/Tbc1d10c/Cst7/Tnfsf18/Fcgr2b/Spi1/Havcr2/Dtx1/Rabgef1/Cygb/Foxp3/Cd9	21
GO:0002819	regulation of adaptive immune response	22/351	252/28891	7.0071242205802e-13	5.81591310308157e-11	3.67566691570786e-11	Clec7a/Clec4n/Klrd1/Il1b/Cd160/H2-M2/Il12b/Cd80/Fcgr1/Slc11a1/Pvr/Gimap3/C3/Xcl1/Fcgr3/Skap1/Malt1/Tnfsf18/Fcgr2b/Havcr2/Foxp3/Il7r	22
GO:0001818	negative regulation of cytokine production	24/351	314/28891	1.11139769566321e-12	9.03634371331064e-11	5.71098450703843e-11	Cx3cl1/Tlr2/Il12b/Thbs1/Axl/Slc11a1/Gimap3/Il1r2/Mertk/Hmox1/Lilra5/Aqp4/Cmklr1/Acp5/Cd96/Hgf/Rel/Fcgr2b/Havcr2/Ticam2/Sirpa/Rabgef1/Cd83/Foxp3	24
GO:0045088	regulation of innate immune response	29/351	474/28891	1.28173982143222e-12	1.02129028971719e-10	6.45457190077024e-11	Mmp12/Clec7a/Cd14/Slc15a3/Tlr2/Clec4n/Klrd1/Cd160/Slamf8/H2-M2/Il12b/Pvr/Gimap3/Cd86/Klrb1a/Klrb1/App/Src/Txk/Nfe2l2/Xcl1/Rab7b/Cd300a/Cd96/Klrb1b/Spi1/Havcr2/Ticam2/Cadm1	29
GO:1905523	positive regulation of macrophage migration	10/351	31/28891	2.18014472585043e-12	1.70307776231139e-10	1.07634802564174e-10	Cx3cl1/Ccl5/Thbs1/Csf1r/Cmklr1/Tnfsf18/Ccl21a/Mmp14/C3ar1/Csf1	10
GO:0002698	negative regulation of immune effector process	18/351	170/28891	3.49165661828743e-12	2.67514614754945e-10	1.69069688885497e-10	Klrd1/Slamf8/H2-M2/Axl/Cd80/Hmox1/Lgals3/Cd300a/Acp5/Cd96/Klrb1b/Tnfsf18/Fcgr2b/Spi1/Havcr2/Rabgef1/Foxp3/Il7r	18
GO:0032649	regulation of type II interferon production	16/351	127/28891	3.86220293505789e-12	2.90321065910767e-10	1.83483404581102e-10	Clec7a/Cd14/Il1b/Cd160/Cd3e/Il12b/Axl/Slc11a1/Gimap3/App/Txk/Cd96/Havcr2/Ticam2/Sirpa/Foxp3	16
GO:0050870	positive regulation of T cell activation	22/351	277/28891	4.65594121951462e-12	3.43504996639746e-10	2.17095738734483e-10	Il1b/Cd160/H2-M2/Cd3e/Ccl5/Il12b/Cd80/Gimap3/Cd86/Lck/Xcl1/Hsph1/Vcam1/Malt1/Zap70/Havcr2/Sirpb1a/Ccl21a/Sirpa/Cd83/Foxp3/Il7r	22
GO:0032640	tumor necrosis factor production	20/351	223/28891	4.83418802058421e-12	3.50171001345591e-10	2.21308664980621e-10	Clec7a/Cd14/Cx3cl1/Tlr2/H2-M2/Il12b/Thbs1/Axl/App/Ptafr/Ccr5/Fcgr3/Csf1r/Lilra5/Acp5/Cd300ld/Havcr2/Sirpa/Slamf9/Foxp3	20
GO:0071706	tumor necrosis factor superfamily cytokine production	20/351	226/28891	6.18432203680916e-12	4.36183541722114e-10	2.75668735943589e-10	Clec7a/Cd14/Cx3cl1/Tlr2/H2-M2/Il12b/Thbs1/Axl/App/Ptafr/Ccr5/Fcgr3/Csf1r/Lilra5/Acp5/Cd300ld/Havcr2/Sirpa/Slamf9/Foxp3	20
GO:0010758	regulation of macrophage chemotaxis	10/351	34/28891	6.24057778066278e-12	4.36183541722114e-10	2.75668735943589e-10	Cx3cl1/Slamf8/Ccl5/Thbs1/Csf1r/Cmklr1/Tnfsf18/Ccl21a/C3ar1/Csf1	10
GO:0002367	cytokine production involved in immune response	18/351	178/28891	7.64163799664786e-12	5.24901478942157e-10	3.31738622286419e-10	Clec7a/Tlr2/Il1b/Cd160/H2-M2/Il12b/Axl/Slc11a1/Gimap3/Xcl1/Hmox1/Acp5/Cd96/Malt1/Ticam2/Rabgef1/Slamf9/Foxp3	18
GO:0010759	positive regulation of macrophage chemotaxis	9/351	25/28891	8.96171559667813e-12	6.05143643002808e-10	3.82451805660198e-10	Cx3cl1/Ccl5/Thbs1/Csf1r/Cmklr1/Tnfsf18/Ccl21a/C3ar1/Csf1	9
GO:0002695	negative regulation of leukocyte activation	19/351	206/28891	1.01801409215872e-11	6.75961357193387e-10	4.27208720779587e-10	Pla2g2d/Cx3cl1/Axl/Cd80/Gimap3/Cd86/Mertk/Hmox1/Lgals3/Cd300a/Tbc1d10c/Cst7/Tnfsf18/Fcgr2b/Spi1/Havcr2/Dtx1/Rabgef1/Foxp3	19
GO:0007160	cell-matrix adhesion	20/351	235/28891	1.26575118450702e-11	8.26680773619014e-10	5.22463646823262e-10	Mmp12/Plet1/Vegfa/Cd3e/Thbs1/Tnxb/Cd63/Itgax/Src/Itga7/Skap1/Cd96/Vcam1/Itga9/Nid1/Ccl21a/Sirpa/Mmp14/Plau/Csf1	20
GO:0002822	regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	20/351	236/28891	1.36783416595275e-11	8.78943760831574e-10	5.55493943116975e-10	Clec7a/Clec4n/Klrd1/Il1b/H2-M2/Il12b/Cd80/Fcgr1/Slc11a1/Pvr/Gimap3/C3/Xcl1/Fcgr3/Malt1/Tnfsf18/Fcgr2b/Havcr2/Foxp3/Il7r	20
GO:1990266	neutrophil migration	16/351	138/28891	1.40331407701476e-11	8.87429092512192e-10	5.60856687087604e-10	Ccl22/Ccl17/Cx3cl1/Tlr2/Il1b/Slamf8/Ccl5/Csf3r/Dapk2/Xcl1/Lgals3/Fcgr3/Ccl9/Itga9/Ccl21a/C3ar1	16
GO:0002548	monocyte chemotaxis	12/351	65/28891	1.93857519183954e-11	1.17968487784601e-09	7.45562837615637e-10	Ccl22/Ccl17/Cx3cl1/Slamf8/Ccl5/App/Xcl1/Pla2g7/Lgals3/Ccl9/Tnfsf18/Ccl21a	12
GO:0071622	regulation of granulocyte chemotaxis	12/351	65/28891	1.93857519183954e-11	1.17968487784601e-09	7.45562837615637e-10	Cx3cl1/Il1b/Ccl5/Thbs1/Dapk2/Xcl1/Csf1r/Cmklr1/Tnfsf18/Ccl21a/C3ar1/Csf1	12
GO:0032609	type II interferon production	16/351	141/28891	1.9542972373955e-11	1.17968487784601e-09	7.45562837615637e-10	Clec7a/Cd14/Il1b/Cd160/Cd3e/Il12b/Axl/Slc11a1/Gimap3/App/Txk/Cd96/Havcr2/Ticam2/Sirpa/Foxp3	16
GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation	18/351	189/28891	2.10221811760748e-11	1.25003537023107e-09	7.9002446776388e-10	Nrg1/Clec7a/Vegfa/Clec4n/Tspan9/Cd3e/Ccl5/Il12b/Cd80/Osm/Lck/App/Src/Csf1r/Lilra5/Hgf/Tnfsf18/Plpp3	18
