ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0031253	cell projection membrane	40/1323	327/28573	2.37806388960371e-08	1.10122650887803e-06	8.06808720440449e-07	Slc34a2/Rapgef3/Ceacam1/Appl2/Adcy6/Cubn/Evc/Slc12a5/Prom1/Muc4/Inpp5j/Ceacam20/P2ry12/Aqp4/Mttp/Slc5a8/Thy1/Plcg1/Adora2a/Atp8b1/Slc28a3/Psd2/Cdhr5/Slc28a2/Map2/Cd44/Slc7a8/Gabbr1/Lima1/Wls/Fscn3/Wwc1/Scimp/Gna13/Slc26a3/Plek/Slc22a5/Cdhr2/Myo1d/Slc27a4	40
GO:0000940	outer kinetochore	10/1323	24/28573	4.73685821682542e-08	1.82116665243715e-06	1.33426967541732e-06	Ccnb1/Cenpe/Cenpf/Knl1/Plk1/Nuf2/Bub1b/Bub1/Spc24/Ska2	10
GO:0098862	cluster of actin-based cell projections	30/1323	211/28573	4.77778300456641e-08	1.82116665243715e-06	1.33426967541732e-06	Soat2/Vil1/Pls1/Slc34a2/Rapgef3/Cubn/Prom1/Myh14/Cgn/Mttp/Slc5a8/Atp8b1/Slc28a3/Myo5b/Cdhr5/Slc28a2/Myo7b/Slc38a2/Lima1/Gna13/Myo1b/Myh10/Slc26a3/Myo15b/Coro2a/Havcr1/Slc22a5/Cdhr2/Myo1d/Slc27a4	30
GO:0008250	oligosaccharyltransferase complex	8/1323	14/28573	4.84031003970007e-08	1.82116665243715e-06	1.33426967541732e-06	Ddost/Magt1/Rpn1/Mlec/Stt3a/Krtcap2/Rpn2/Ostc	8
GO:0034663	endoplasmic reticulum chaperone complex	7/1323	12/28573	2.89827032657879e-07	1.00154619866893e-05	7.33778383008008e-06	Pdia4/Hsp90b1/Mzb1/Sdf2l1/Hyou1/Pdia6/Dnajb11	7
GO:0072686	mitotic spindle	26/1323	181/28573	2.99465640798018e-07	1.00154619866893e-05	7.33778383008008e-06	Gpx2/Tpx2/Cenpe/Aspm/Tppp/Espl1/Nusap1/Kif11/Kif22/Prc1/Atat1/Plk1/Kifc1/Kif18b/Aurkb/Cdc6/Pkp4/Cdk1/Hnf4g/Cttn/Gpsm2/Ect2/Taf1d/Tubb2b/Misp/Kif23	26
GO:0005874	microtubule	47/1323	467/28573	5.80542895869654e-07	1.72781789759741e-05	1.26587812396103e-05	Tpx2/Apoe/Cenpe/Aspm/Tppp/Hid1/Nusap1/Cfap126/Spry2/Kif11/Tmem214/Marcks/Srprb/Kif22/Prc1/Atat1/Plk1/Eml5/Kifc1/Kif18b/Nek2/Kif14/Aurkb/Shroom3/Kif20a/Cdk1/Tuba4a/Kif15/Gtse1/Rab3d/Kif4/Serp1/Map2/Tubb2b/Fkbp4/Dnai7/Rassf1/Gas2l1/Hook2/Pycard/Misp/Cnp/Birc5/Chmp4c/Kif23/Klhl21/Ska2	47
GO:0045121	membrane raft	35/1323	301/28573	5.95490711988805e-07	1.72781789759741e-05	1.26587812396103e-05	Cacna1h/Fasl/Cd8a/Skap1/Zap70/Ctnnd1/Lck/App/Fyn/Arid3a/Myadm/Ms4a4a/Vdr/Tnfrsf1b/F2r/Ms4a2/Efnb1/P2ry12/Thy1/Plscr1/Kcne3/Ctsb/Cln3/Slc2a3/Atp1b1/Mal2/Atp2b4/Cd44/Cblb/Jak2/Cd177/Slc2a1/Erlin2/Tgfbr1/Myo1d	35
GO:0044322	endoplasmic reticulum quality control compartment	7/1323	13/28573	6.02727173580491e-07	1.72781789759741e-05	1.26587812396103e-05	Herpud1/Edem1/Syvn1/Sec61b/Ern2/Man1b1/Eif2ak3	7
GO:0098857	membrane microdomain	35/1323	302/28573	6.44138155772213e-07	1.73309770461967e-05	1.26974635117265e-05	Cacna1h/Fasl/Cd8a/Skap1/Zap70/Ctnnd1/Lck/App/Fyn/Arid3a/Myadm/Ms4a4a/Vdr/Tnfrsf1b/F2r/Ms4a2/Efnb1/P2ry12/Thy1/Plscr1/Kcne3/Ctsb/Cln3/Slc2a3/Atp1b1/Mal2/Atp2b4/Cd44/Cblb/Jak2/Cd177/Slc2a1/Erlin2/Tgfbr1/Myo1d	35
GO:0031528	microvillus membrane	9/1323	24/28573	6.62146963559008e-07	1.73309770461967e-05	1.26974635117265e-05	Slc34a2/Adcy6/Cubn/Muc4/Ceacam20/Mttp/Cdhr5/Slc7a8/Cdhr2	9
GO:0098802	plasma membrane signaling receptor complex	26/1323	198/28573	1.72235647000984e-06	4.32024414560802e-05	3.16520772339528e-05	Itgad/Cd3g/Itgae/Cd3e/Il18rap/Skap1/Cd3d/Zap70/Itga1/Ceacam1/Il18r1/Stxbp5/Erbb3/Itgb5/Tcrb/Emilin1/Itga9/Erbb2/Trf/Traf1/Il23r/Gabbr1/Jak2/Tgfbr1/Acvr2a/Il12rb1	26
GO:0001772	immunological synapse	12/1323	50/28573	2.1858075980142e-06	5.26342469601819e-05	3.85622477291768e-05	Cd3e/Skap1/Prkcq/Zap70/Cracr2a/Cd81/Lck/Crtam/Tcrb/Lat/Vav3/Scimp	12
GO:0034358	plasma lipoprotein particle	11/1323	43/28573	2.94525379928076e-06	6.56682513765563e-05	4.81115532903953e-05	Apol8/Apob/Apoe/Lsr/Apol10a/App/Msr1/Apol9b/Clu/Hdlbp/Apobr	11
GO:1990777	lipoprotein particle	11/1323	43/28573	2.94525379928076e-06	6.56682513765563e-05	4.81115532903953e-05	Apol8/Apob/Apoe/Lsr/Apol10a/App/Msr1/Apol9b/Clu/Hdlbp/Apobr	11
GO:0043296	apical junction complex	23/1323	169/28573	3.63854819886997e-06	7.82287862757043e-05	5.73139735085157e-05	Aoc1/Ctnnd1/Cntnap1/Lsr/Epcam/Gm1123/Cldn3/Shroom3/Cgn/Epb41l4b/Pof1b/Ect2/Cyth3/Ccnd1/Nphp4/Ocln/Cldn2/Cldn15/Jam2/Ajm1/Tgfbr1/Frmd6/Mpp7	23
GO:0031526	brush border membrane	15/1323	82/28573	4.78228589650876e-06	9.92736589551129e-05	7.27324061937267e-05	Slc34a2/Rapgef3/Cubn/Mttp/Slc5a8/Atp8b1/Slc28a3/Cdhr5/Slc28a2/Lima1/Gna13/Slc26a3/Slc22a5/Cdhr2/Slc27a4	15
GO:0032994	protein-lipid complex	11/1323	46/28573	6.01193486558609e-06	0.000120639492969428	8.83859897782657e-05	Apol8/Apob/Apoe/Lsr/Apol10a/App/Msr1/Apol9b/Clu/Hdlbp/Apobr	11
GO:0000139	Golgi membrane	30/1323	265/28573	6.36062426928329e-06	0.000122580746453266	8.9808240538413e-05	Gbp2b/Lman1/Creb3l2/Cracr2a/Hid1/St6gal1/Large1/Nucb1/Mgat1/Pgap4/Cfp/Manea/Kdelr1/Gal3st1/Rnf125/Irgm1/Gorasp2/Kdelr2/Cln3/B4galnt2/Kdelr3/Atp2c2/Wls/Slc2a1/Pycard/Grm6/Lman2l/Chst1/Pmepa1/Man1c1	30
GO:0030864	cortical actin cytoskeleton	15/1323	84/28573	6.51592007725001e-06	0.000122580746453266	8.9808240538413e-05	Pls1/Rapgef3/Myadm/Mlph/Shroom3/Cttn/Dstn/Ppp1r9a/Myzap/Anln/Rtkn/Cobl/Slc2a1/Misp/Actn2	15
GO:0016607	nuclear speck	37/1323	369/28573	9.70711868406638e-06	0.000177081377206302	0.000129737886080504	Nr4a2/Cwc25/Kif22/Ncapg2/Trim69/Ifi204/Nxf1/Bcas2/Ccnl1/Syf2/Unc45a/Dzip1/Rbm4b/Srsf7/Ifi211/Brd2/Tfip11/Srsf3/Ppp1r8/Srek1/Tcim/Rbm25/Gadd45a/Luc7l2/Sde2/Dyrk3/Il16/Ppp1r16b/Bclaf1/Surf2/U2af1/Mbd4/Smc5/Akap17b/Zbtb16/Gcat/Srsf5	37
GO:0098687	chromosomal region	37/1323	375/28573	1.39143634959026e-05	0.00024636608307451	0.000180499018723937	Mki67/Top2a/Ccnb1/Cenpe/Cenpf/Ncapg/Plk3/Knl1/Nabp1/Plk1/Nek2/Tinf2/Aurkb/Nuf2/Cdca8/Ttk/Bub1b/Bub1/Esco2/Cdc20/Ppp1r10/Rad51/Spc24/Cbx5/Ncapd2/Tfip11/Sun2/Zbtb10/Mis18bp1/Pif1/Rpa2/Birc5/Chmp4c/Cenpv/Ppp2cb/Smc5/Ska2	37
GO:0031985	Golgi cisterna	13/1323	69/28573	1.45703260951319e-05	0.000250609608836268	0.000183608019063466	Hid1/Lyz2/St6gal1/Nucb1/Fut8/H2-Q4/Acp3/B4galnt4/Gorasp2/Smpd3/Cit/Chsy1/Golph3l	13
GO:0034361	very-low-density lipoprotein particle	8/1323	27/28573	2.08599952963947e-05	0.000336225230942365	0.000246333925100282	Apol8/Apob/Apoe/Lsr/Apol10a/App/Apol9b/Apobr	8
GO:0034385	triglyceride-rich plasma lipoprotein particle	8/1323	27/28573	2.08599952963947e-05	0.000336225230942365	0.000246333925100282	Apol8/Apob/Apoe/Lsr/Apol10a/App/Apol9b/Apobr	8
GO:0034362	low-density lipoprotein particle	6/1323	14/28573	2.1223519561146e-05	0.000336225230942365	0.000246333925100282	Apob/Apoe/Lsr/App/Msr1/Apobr	6
GO:0005795	Golgi stack	15/1323	95/28573	3.01612508674727e-05	0.000461659527288321	0.000338232806318949	Hid1/Lyz2/St6gal1/Plk3/Nucb1/Fut8/H2-Q4/Acp3/B4galnt4/Gorasp2/Cln3/Smpd3/Cit/Chsy1/Golph3l	15
GO:0070160	tight junction	20/1323	154/28573	3.06750516470645e-05	0.000461659527288321	0.000338232806318949	Aoc1/Ctnnd1/Cntnap1/Lsr/Epcam/Gm1123/Cldn3/Cgn/Epb41l4b/Pof1b/Ect2/Cyth3/Ccnd1/Nphp4/Ocln/Cldn2/Cldn15/Jam2/Tgfbr1/Mpp7	20
GO:0022627	cytosolic small ribosomal subunit	10/1323	45/28573	3.16879507799273e-05	0.000465271862671128	0.000340879367825149	Rps27/Rps15a/Rps21/Rps28/Ddx3x/Rps24/Rps13/Rps25/Uba52/Rps23	10
GO:0030427	site of polarized growth	25/1323	221/28573	3.68803537106226e-05	0.000520800847526265	0.000381562432441869	Ctnnd1/Rapgef3/App/Ptprf/Marcks/Rasgrf1/Inpp5j/Myh14/Cttn/Lrp1/Thy1/Ppp1r9a/Gpm6a/Clu/Fryl/Map2/Fkbp4/Cbarp/Fscn3/Cobl/Neo1/Myh10/Grm6/Zpr1/Nrp1	25
GO:0005923	bicellular tight junction	19/1323	144/28573	3.84613633979153e-05	0.000520800847526265	0.000381562432441869	Aoc1/Ctnnd1/Lsr/Epcam/Gm1123/Cldn3/Cgn/Epb41l4b/Pof1b/Ect2/Cyth3/Ccnd1/Nphp4/Ocln/Cldn2/Cldn15/Jam2/Tgfbr1/Mpp7	19
GO:0005791	rough endoplasmic reticulum	10/1323	46/28573	3.88201774227999e-05	0.000520800847526265	0.000381562432441869	Ckap4/Ssr4/Lyz2/Rpn1/Srprb/H13/Sec61a1/Sec61b/Zc3h12a/Suco	10
GO:0090575	RNA polymerase II transcription regulator complex	27/1323	249/28573	3.89302959114318e-05	0.000520800847526265	0.000381562432441869	Xbp1/Pou2af1/Fos/Yap1/E2f2/E2f8/Jun/Cebpa/Jund/Vdr/Dbp/Tead1/Crem/Atf6b/Mlxipl/Taf4b/Sfpq/Stat4/Atf6/Nr5a2/Nfil3/Med10/Gtf2h5/Fosl2/Neurod1/Tcf7/Maff	27
GO:0042101	T cell receptor complex	7/1323	22/28573	4.14668725508674e-05	0.000542675158165699	0.000397588549171932	Cd3g/Cd3e/Skap1/Cd3d/Zap70/Ceacam1/Tcrb	7
GO:0098791	Golgi apparatus subcompartment	32/1323	323/28573	4.76625314733778e-05	0.000590906015080996	0.00043292467270316	Baiap3/Cracr2a/Wipi1/Hid1/Lyz2/St6gal1/Plk3/Nucb1/Fut8/H2-Q4/Acp3/Rab31/Tmem230/Grn/B4galnt4/Atp8b1/Gorasp2/Cln3/Marchf1/Smpd3/Cit/Atp2c2/Wls/Chsy1/Hook2/Myo1b/Golph3l/Nmnat2/Chid1/Ap1s2/Chst1/Rab7b	32
GO:0044853	plasma membrane raft	18/1323	134/28573	4.79482536827224e-05	0.000590906015080996	0.00043292467270316	Cacna1h/Fasl/Cd8a/Skap1/Ctnnd1/Ms4a4a/Vdr/F2r/P2ry12/Ctsb/Cln3/Slc2a3/Atp1b1/Jak2/Cd177/Slc2a1/Tgfbr1/Myo1d	18
GO:0000775	chromosome, centromeric region	28/1323	266/28573	4.80970012275229e-05	0.000590906015080996	0.00043292467270316	Mki67/Top2a/Ccnb1/Cenpe/Cenpf/Ncapg/Plk3/Knl1/Plk1/Nek2/Aurkb/Nuf2/Cdca8/Ttk/Bub1b/Bub1/Esco2/Cdc20/Spc24/Cbx5/Ncapd2/Mis18bp1/Birc5/Chmp4c/Cenpv/Ppp2cb/Smc5/Ska2	28
GO:0098562	cytoplasmic side of membrane	24/1323	212/28573	5.16820300438174e-05	0.000604808933460463	0.000443110584227897	Zap70/Ptpn22/Hid1/Lck/Fyn/H13/Ptp4a1/Cfp/Pkp4/Traf1/Kit/Gphn/Stac2/Litaf/Myzap/Alox15/Srms/Atp2c2/Jak2/Gna13/Socs3/Myh10/Chmp4c/Frmd6	24
GO:0000307	cyclin-dependent protein kinase holoenzyme complex	11/1323	57/28573	5.21163257800535e-05	0.000604808933460463	0.000443110584227897	Ccnb1/Ccna2/Cdk11b/Cdk1/Ccnl1/Ccnd1/Cks2/Cdk8/Cks1b/Pcna/Ccnb2	11
GO:0098871	postsynaptic actin cytoskeleton	6/1323	16/28573	5.2242632126153e-05	0.000604808933460463	0.000443110584227897	Cttn/Ppp1r9a/Myo5b/Myh10/Actn2/Filip1	6
GO:0099571	postsynaptic cytoskeleton	7/1323	23/28573	5.72299828092364e-05	0.000650046219833213	0.000476253481570408	Marcks/Cttn/Ppp1r9a/Myo5b/Myh10/Actn2/Filip1	7
GO:0005770	late endosome	27/1323	255/28573	5.88544963663181e-05	0.000656118644676361	0.000480702416715152	Rhob/Baiap3/Siglec1/Apoe/Bst2/Cst7/Sla2/F2r/Acp3/Rab31/Trf/Tmem230/Slc29a3/Grn/Ifitm2/Litaf/Atp10b/Irgm1/Cln3/Marchf1/Rnf128/Atp13a2/Nmnat2/Chmp4c/Chid1/Ctss/Rab7b	27
GO:0009898	cytoplasmic side of plasma membrane	21/1323	180/28573	9.65085874379144e-05	0.00105633035704772	0.000773915753808347	Zap70/Ptpn22/Lck/Fyn/Ptp4a1/Pkp4/Traf1/Kit/Gphn/Stac2/Litaf/Myzap/Alox15/Srms/Atp2c2/Jak2/Gna13/Socs3/Myh10/Chmp4c/Frmd6	21
GO:0005681	spliceosomal complex	24/1323	221/28573	9.98735911015519e-05	0.00107029810725073	0.000784149164081234	Cwc25/Tra2a/Hnrnph1/Bcas2/Syf2/Armc7/Cirbp/Zrsr2/Rbm3/Tfip11/Prpf38a/Snrpe/Ppp1r8/Srek1/Smndc1/Luc7l2/Prpf39/Magoh/Bud31/Snrpd1/U2af1/Tra2b/Akap17b/Rbmx	24
GO:0005790	smooth endoplasmic reticulum	8/1323	33/28573	0.000101833209092443	0.00107029810725073	0.000784149164081234	Pdia4/Hsp90b1/Prdx4/Hyou1/Pdia6/Syvn1/Pdia3/Dnajc3	8
GO:0022626	cytosolic ribosome	18/1323	142/28573	0.00010311842229326	0.00107029810725073	0.000784149164081234	Rps27/Rps15a/Rpl37a/Rpl39/Rps21/Rpl35a/Rpl36a/Rsl1d1/Rplp2/Rps28/Ddx3x/Rps24/Rpl37/Rps13/Rps25/Uba52/Rps23/Rpl30	18
GO:0000793	condensed chromosome	32/1323	337/28573	0.000106556577887085	0.00108723830318687	0.000796560323544849	Mki67/Top2a/Ccnb1/Cenpe/Cenpf/Ncapg/Plk3/Knl1/Plk1/Nek2/Aurkb/Nuf2/Ttk/Ncapg2/Bub1b/Bub1/Cdc20/Rad51/Spc24/Cbx5/Xlr4c/Ncapd2/Smc2/Ncaph/Sun2/Cdx2/Birc5/Chmp4c/Cenpv/Xlr4a/Smc5/Ska2	32
GO:0000779	condensed chromosome, centromeric region	21/1323	182/28573	0.000113066988952184	0.0011280229456687	0.000826441011077438	Ccnb1/Cenpe/Cenpf/Ncapg/Plk3/Knl1/Plk1/Nek2/Aurkb/Nuf2/Ttk/Bub1b/Bub1/Cdc20/Spc24/Cbx5/Ncapd2/Birc5/Chmp4c/Cenpv/Ska2	21
GO:0001726	ruffle	19/1323	156/28573	0.000115158254045853	0.0011280229456687	0.000826441011077438	Gas7/Vil1/Appl2/Myadm/Inpp5j/Cttn/Plcg1/Cyth3/Psd2/Map2/Cit/Lima1/Fscn3/Wwc1/Scimp/Cobl/Sh2b2/Plek/Rinl	19
GO:0032153	cell division site	11/1323	62/28573	0.000116175120650265	0.0011280229456687	0.000826441011077438	Rhob/Rab11fip4/Septin5/Septin4/Ect2/Psd2/Anln/Cit/Rtkn/Lima1/Myh10	11
GO:0031252	cell leading edge	37/1323	415/28573	0.000119508562105736	0.00114197070456592	0.000836659774808742	Gas7/Vil1/Ctnnd1/Rapgef3/Appl2/App/Kitl/Myadm/Itgb5/Slc12a5/Inpp5j/Raph1/Cttn/Thy1/Plcg1/Adora2a/Ppp1r9a/Duox2/Cyth3/Ccdc88a/Psd2/Map2/Cd44/Ddx3x/Gabbr1/Cit/Lima1/Wls/Fscn3/Wwc1/Scimp/Cobl/Sh2b2/Myh10/Plek/Rinl/Myo1d	37
GO:0030426	growth cone	23/1323	213/28573	0.000150313922816496	0.00141389033649266	0.00103588048783078	Ctnnd1/Rapgef3/App/Ptprf/Marcks/Rasgrf1/Inpp5j/Myh14/Cttn/Lrp1/Thy1/Ppp1r9a/Gpm6a/Clu/Map2/Fkbp4/Cbarp/Fscn3/Cobl/Neo1/Myh10/Zpr1/Nrp1	23
GO:0034364	high-density lipoprotein particle	8/1323	35/28573	0.00015897478077356	0.00147016560541059	0.00107711031415813	Apol8/Apob/Apoe/Apol10a/App/Apol9b/Clu/Hdlbp	8
GO:0030139	endocytic vesicle	23/1323	214/28573	0.000161180946772589	0.00147016560541059	0.00107711031415813	Lck/Appl2/Mpeg1/Cubn/Rab11fip4/Kifc1/Rab31/Trf/Adam8/Sec61a1/Unc93b1/Ctla4/Rin2/Irgm1/Tlr9/Ocln/Tlr7/Scimp/Cybb/Havcr1/Ctss/Rinl/Rab7b	23
GO:1902554	serine/threonine protein kinase complex	16/1323	123/28573	0.00018111139953693	0.0016272994406154	0.00119223372201058	Ccnb1/Ccna2/Ceacam1/Cdk11b/Cdk1/Ccnl1/Ccnd1/Cks2/Cdk8/Cks1b/Gtf2h5/Pycard/Pcna/Ccnb2/Tgfbr1/Acvr2a	16
GO:0016459	myosin complex	10/1323	56/28573	0.000222766258723735	0.00197213658458365	0.00144487712701617	Mlph/Myh14/Cgn/Myo5b/Myo7b/Myl4/Myo1b/Myo1h/Myh10/Myo1d	10
GO:0098636	protein complex involved in cell adhesion	10/1323	57/28573	0.000259074755094732	0.00226033337053665	0.00165602322478555	Itgad/Itgae/Itga1/Itgb5/Emilin1/Itga9/Plaur/Ctla4/Izumo1/Jam2	10
GO:0032009	early phagosome	5/1323	14/28573	0.000297728693977128	0.0025604667682033	0.00187591462821679	Appl2/Rab31/Unc93b1/Tlr9/Tlr7	5
GO:0000791	euchromatin	11/1323	69/28573	0.000310164414692627	0.00262984475556284	0.00192674410313137	Id2/Uhrf1/Jun/Vdr/Nr1h4/Padi2/Jak2/H1f0/H1f2/Rbmx/Tcf7	11
GO:0000776	kinetochore	19/1323	171/28573	0.000380547136352281	0.00318179689005657	0.00233112938788897	Ccnb1/Cenpe/Cenpf/Plk3/Knl1/Plk1/Nek2/Aurkb/Nuf2/Ttk/Bub1b/Bub1/Cdc20/Spc24/Cbx5/Birc5/Chmp4c/Cenpv/Ska2	19
GO:0030863	cortical cytoskeleton	15/1323	119/28573	0.000401952989287474	0.00331473561028849	0.00242852635200363	Pls1/Rapgef3/Myadm/Mlph/Shroom3/Cttn/Dstn/Ppp1r9a/Myzap/Anln/Rtkn/Cobl/Slc2a1/Misp/Actn2	15
GO:0032154	cleavage furrow	8/1323	40/28573	0.000422982485299605	0.00340289144939758	0.00249311333676794	Rhob/Rab11fip4/Septin5/Ect2/Psd2/Cit/Lima1/Myh10	8
GO:0015935	small ribosomal subunit	12/1323	83/28573	0.000427051554039069	0.00340289144939758	0.00249311333676794	mt-Rnr1/Rps27/Rps15a/Rps21/Mrps6/Rps28/Ddx3x/Rps24/Rps13/Rps25/Uba52/Rps23	12
GO:1990023	mitotic spindle midzone	5/1323	15/28573	0.000429600913877435	0.00340289144939758	0.00249311333676794	Cenpe/Prc1/Kif18b/Aurkb/Cttn	5
