ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0005543	phospholipid binding	45/1284	492/28407	6.74676832901116e-06	0.000430106480974462	0.00032579789167725	Jchain/Baiap3/Apob/Sytl3/Gramd1b/Vil1/Anxa13/Apoe/Wipi1/Ceacam1/Appl2/Sytl2/Marcks/Arap3/Fcgr4/Adap2/Septin5/Axl/Sh3pxd2b/Cpne7/Thy1/Otc/Cyth3/Zfyve28/Atp8b1/Dab2/Ccdc88a/Psd2/Irgm1/Gas6/Baiap2l2/Alox15/Arhgap9/Smpd3/Nr5a2/Wdfy3/Pask/Myo1b/Golph3l/Atp13a2/Anxa4/Cptp/Cd300lf/Havcr1/Actn2	45
GO:0005516	calmodulin binding	24/1284	195/28407	8.74147051736894e-06	0.000524488231042137	0.000397290362832743	Dapk2/Aspm/Cacna1s/Camk2b/Ceacam1/Camk4/Kcnn4/Marcks/Sntb1/Myh14/Iqgap3/Plcb3/Adora2a/Myo5b/Map2/Atp2b4/Camkk1/Esrrg/Mapkapk3/Myo1b/Myh10/Pde1b/Edf1/Myo1d	24
GO:0005126	cytokine receptor binding	33/1284	323/28407	1.21137577944633e-05	0.000686446275019586	0.000519970656206787	Tff2/Ccl28/Fasl/Xcl1/Ceacam1/Ifng/Kitl/Tnfsf10/Gata3/Tgfb3/Ccl7/Pf4/Traf1/Il23r/Cx3cr1/Ccl22/Plcg1/Ccdc88a/Ccl24/Lifr/Tlr9/Cd44/Ccl5/Jak2/Spred1/Pycard/Cd300lf/Rasl11b/Nars1/Tnfsf11/Tgfbr1/Il12rb1/Ccl6	33
GO:0015631	tubulin binding	37/1284	387/28407	1.65356474733701e-05	0.000887703180149342	0.000672419127171948	Cenpe/Tppp/Nusap1/Fyn/Kif11/Mlph/Kif22/Prc1/Plk1/Eml5/Kifc1/Kif18b/Kif14/Kif20a/Cgn/Ncald/Kif15/Gtse1/Stard9/Pdcd5/Hdgfl3/Ccdc88a/Spc24/Kif4/Map2/Pde4b/Irag2/Ddx3x/Dnai7/Gas2l1/Map4k4/Hook2/Trim36/Birc5/Akap1/Kif23/Ska2	37
GO:0120020	cholesterol transfer activity	7/1284	21/28407	2.5215669362268e-05	0.00119587563304455	0.000905854194690093	Apob/Gramd1b/Apoe/Mttp/Gramd1a/Abcg5/Stard5	7
GO:0016791	phosphatase activity	28/1284	263/28407	2.56949460234783e-05	0.00119587563304455	0.000905854194690093	Ptpn22/Nt5e/Lck/Pon3/Ptprf/Sgpp2/Ptpn5/Tns3/Alpl/Ptp4a1/Enpp1/Acp3/Inpp5j/Ubash3b/Ppm1j/Dusp10/Ppp1r3b/Dnajc6/Dusp14/Acp2/Ppm1h/Plpp5/Cdc25b/Dusp5/Fbp2/Eya2/Ppp2cb/Inpp5b	28
GO:0042169	SH2 domain binding	10/1284	45/28407	2.57933960068432e-05	0.00119587563304455	0.000905854194690093	Skap1/Lck/Ms4a2/Kit/Sh3pxd2b/Ccdc88a/Lax1/Shcbp1/Jak2/Sh2b2	10
GO:0019838	growth factor binding	19/1284	146/28407	3.36986344268059e-05	0.00149446117892791	0.00113202735328492	Il2rb/Reg3b/Csf1r/Erbb3/Tgfb3/Erbb2/Sort1/Kit/Lifr/Pdgfa/Il1r1/Fgfr4/Sec61b/Rpl37/Il1r2/Pdgfb/Tgfbr1/Acvr2a/Nrp1	19
GO:0120015	sterol transfer activity	7/1284	22/28407	3.55411581980422e-05	0.00151049922341679	0.00114417588234048	Apob/Gramd1b/Apoe/Mttp/Gramd1a/Abcg5/Stard5	7
GO:0070851	growth factor receptor binding	19/1284	151/28407	5.38680215029898e-05	0.00219781527732198	0.00166480538034503	Ceacam1/App/Fyn/Gata3/Il23r/Nrg2/Plscr1/Ccdc88a/Pdgfa/Il1r1/Tlr9/Cd44/Vav3/Pigr/Jak2/Pycard/Pdgfb/Cd300lf/Il12rb1	19
GO:0016798	hydrolase activity, acting on glycosyl bonds	18/1284	139/28407	5.73694583424705e-05	0.00220987474384067	0.00167394020844072	Edem2/Il18rap/Il18r1/Lyz2/Edem1/Mgam/Gusb/Acer1/Amy2a1/Manea/Myorg/Il1r1/Neil3/Man1b1/Mogs/Pcna/Mbd4/Man1c1	18
GO:0032934	sterol binding	11/1284	59/28407	5.84966843957825e-05	0.00220987474384067	0.00167394020844072	Soat2/Gramd1b/Rora/Cd81/Prom1/Gramd1a/Sidt1/Gpr141/Stard5/Erlin2/Osbpl3	11
GO:0016758	hexosyltransferase activity	22/1284	193/28407	6.63627525392732e-05	0.00230650954313752	0.00174713932369756	Mgat3/Pygm/A4gnt/Gcnt2/Large1/Fut8/B3gnt9/Mgat1/Galnt6/Ugt2b34/Stt3a/Gbgt1/B4galnt4/B3gnt3/B3galt5/B4galnt2/Wdfy3/Pigz/Chsy1/B3galnt1/Gcnt4/Tmtc4	22
GO:0030695	GTPase regulator activity	38/1284	429/28407	6.78385159746329e-05	0.00230650954313752	0.00174713932369756	Chn2/Rapgef3/Rgs3/Stxbp5/Jun/Farp2/Nucb1/Rasgrf1/Dock5/Rab3il1/Tns3/Arhgap19/Arfgap3/Arap3/Adap2/Sirpa/Iqgap3/Gpsm2/Thy1/Ect2/Arhgef12/Cyth3/Prr5/Ccdc88a/Rin2/Psd2/Arfgef3/Vav3/Arhgap9/Arhgap8/Rtkn/Eif5/Dennd5b/Dock7/Nrp1/Rgl3/Tiam2/Rinl	38
GO:0060589	nucleoside-triphosphatase regulator activity	38/1284	429/28407	6.78385159746329e-05	0.00230650954313752	0.00174713932369756	Chn2/Rapgef3/Rgs3/Stxbp5/Jun/Farp2/Nucb1/Rasgrf1/Dock5/Rab3il1/Tns3/Arhgap19/Arfgap3/Arap3/Adap2/Sirpa/Iqgap3/Gpsm2/Thy1/Ect2/Arhgef12/Cyth3/Prr5/Ccdc88a/Rin2/Psd2/Arfgef3/Vav3/Arhgap9/Arhgap8/Rtkn/Eif5/Dennd5b/Dock7/Nrp1/Rgl3/Tiam2/Rinl	38
GO:0015248	sterol transporter activity	8/1284	33/28407	8.60691611743166e-05	0.00283195304509042	0.00214515328699315	Apob/Gramd1b/Apoe/Mttp/Gramd1a/Abcg5/Stard5/Osbpl3	8
GO:0016757	glycosyltransferase activity	27/1284	268/28407	9.18893318984486e-05	0.00290818367302807	0.0022028966109418	Mgat3/Pygm/A4gnt/Gcnt2/St6gal1/Large1/Fut8/B3gnt9/Mgat1/Pgap4/Galnt6/Ugt2b34/Stt3a/Gbgt1/B4galnt4/B3gnt3/B3galt5/Zc3hav1/St8sia6/B4galnt2/Wdfy3/Pigz/Chsy1/B3galnt1/Gcnt4/Tmtc4/Pnp2	27
GO:0016887	ATP hydrolysis activity	28/1284	283/28407	9.40882953038493e-05	0.00290818367302807	0.0022028966109418	Hsp90b1/Abca9/Abcb1a/Kif22/Kifc1/Kif18b/Abcc3/Kif14/Kif20a/Abcb9/Kif15/Atp8b1/Abcg5/Atp10b/Chd2/Myo5b/Chd7/Atp2b4/Chd1/Ddx3x/Atp2c2/Abca8a/Smc2/Hspa13/Atp13a2/Smc5/Kif23/Carns1	28
GO:0051787	misfolded protein binding	6/1284	18/28407	9.78633170996803e-05	0.00293589951299041	0.00222389085916921	Derl3/Sdf2l1/Edem1/Dnajb11/Clu/Dnajc3	6
GO:0000287	magnesium ion binding	23/1284	214/28407	0.000113316197000469	0.00312977879846211	0.00237075091648213	Top2a/Tppp/Rexo2/Plk1/Tdp2/Septin4/Dck/Plscr1/Atp8b1/Map3k8/Pklr/Atp10b/Gen1/Ppa1/Dyrk3/Ern2/Mvk/Pif1/Idh2/Eya2/P2rx7/Mapk12/Me1	23
GO:0004879	nuclear receptor activity	10/1284	53/28407	0.00011353119170892	0.00312977879846211	0.00237075091648213	Nr4a2/Rora/Nr1d1/Nr1d2/Vdr/Nr1h4/Hnf4g/Nr5a2/Nr4a3/Esrrg	10
GO:0098531	ligand-activated transcription factor activity	10/1284	53/28407	0.00011353119170892	0.00312977879846211	0.00237075091648213	Nr4a2/Rora/Nr1d1/Nr1d2/Vdr/Nr1h4/Hnf4g/Nr5a2/Nr4a3/Esrrg	10
GO:0004435	phosphatidylinositol phospholipase C activity	6/1284	19/28407	0.00013756993521629	0.00364833568741666	0.00276354839480271	Plcd3/Plch2/Ccr1/Plcb3/Plcg1/Ccl5	6
GO:0004721	phosphoprotein phosphatase activity	19/1284	162/28407	0.000139495188048284	0.00364833568741666	0.00276354839480271	Ptpn22/Lck/Ptprf/Ptpn5/Tns3/Ptp4a1/Acp3/Ubash3b/Ppm1j/Dusp10/Ppp1r3b/Dnajc6/Dusp14/Acp2/Ppm1h/Cdc25b/Dusp5/Eya2/Ppp2cb	19
GO:0003777	microtubule motor activity	11/1284	65/28407	0.000146035768728863	0.00372391210258599	0.00282079616439434	Cenpe/Kif11/Kif22/Kifc1/Kif18b/Kif14/Kif20a/Kif15/Stard9/Kif4/Kif23	11
GO:0019199	transmembrane receptor protein kinase activity	12/1284	77/28407	0.000167273973275128	0.00416145006684464	0.00315222327044785	Csf1r/Erbb3/Erbb2/Ephb4/Axl/Kit/Nrg2/Mertk/Fgfr4/Tgfbr1/Acvr2a/Nrp1	12
GO:0004629	phospholipase C activity	6/1284	20/28407	0.000189031523426813	0.00452738636085252	0.00342941340440222	Plcd3/Plch2/Ccr1/Plcb3/Plcg1/Ccl5	6
GO:0030674	protein-macromolecule adaptor activity	38/1284	452/28407	0.000198626775576742	0.00452738636085252	0.00342941340440222	Jchain/Rbm47/Wipi1/Herpud1/Fus/Sla2/Mlph/Klhl3/Tns3/Gab1/Fcrl2/A1cf/Sh2d2a/Nlrp6/Vamp1/Lat/Aim2/Dab2/Cbx5/Syne1/Irgm1/Gas6/Atp1b1/Fbxl19/Ddx3x/Ndc1/Sun2/Gas2l1/Fscn3/Xk/Wwc1/Spsb1/Sh2b2/Nmnat2/Ap1s2/Fzr1/Snap23/Actn2	38
GO:0004175	endopeptidase activity	37/1284	436/28407	0.000199175666816177	0.00452738636085252	0.00342941340440222	Gzma/Ctsw/Capn5/Mmp9/Gzmb/Espl1/Mep1b/Mcpt2/Mcpt1/Pgc/H13/Cela3b/Capn3/Habp2/Cfb/Prss32/Adam8/Mep1a/Ctse/Mmp14/Ctsb/Klk8/St14/Prss23/Tmprss4/Immp2l/Astl/Prss3b/Sec11c/Gzmk/Mmp7/Adamdec1/Tmprss2/Mmp25/Ctss/Sfrp1/Mcpt4	37
GO:0019207	kinase regulator activity	26/1284	266/28407	0.000199737633567023	0.00452738636085252	0.00342941340440222	Prkch/Ccnb1/Ccna2/Erbb3/Sla2/Spry2/Ccnyl1/Cish/Hexim1/Ccnl1/Ccnd1/Irgm1/Cks2/Gas6/Dnajc3/Ddx3x/Ccl5/Cit/Cks1b/Spred1/Socs3/Rictor/Ccnb2/P2rx7/Pkig/Wars1	26
GO:1990782	protein tyrosine kinase binding	16/1284	128/28407	0.000219887007849749	0.00487575539145096	0.00369329665358618	Ptpn22/Ctnnd1/Ceacam1/Ptprf/Rasgrf1/Ceacam10/Sirpa/Ceacam20/Plcg1/Prr7/Gas6/Cblb/Tob1/Pcna/Sh2b2/Zpr1	16
GO:0016538	cyclin-dependent protein serine/threonine kinase regulator activity	9/1284	48/28407	0.000260832726588315	0.0054291349053649	0.00411247164142192	Ccnb1/Ccna2/Ccnyl1/Hexim1/Ccnl1/Ccnd1/Cks2/Cks1b/Ccnb2	9
GO:0004559	alpha-mannosidase activity	5/1284	14/28407	0.000266134063988476	0.0054291349053649	0.00411247164142192	Edem2/Edem1/Manea/Man1b1/Man1c1	5
GO:0004875	complement receptor activity	5/1284	14/28407	0.000266134063988476	0.0054291349053649	0.00411247164142192	C5ar1/Cmklr1/C3ar1/Fpr2/C5ar2	5
GO:0042301	phosphate ion binding	5/1284	14/28407	0.000266134063988476	0.0054291349053649	0.00411247164142192	Slc34a2/Ptprf/Otc/Stat5a/Pnp2	5
GO:0004714	transmembrane receptor protein tyrosine kinase activity	10/1284	59/28407	0.00028618150504248	0.00569234010827972	0.00431184482918195	Csf1r/Erbb3/Erbb2/Ephb4/Axl/Kit/Nrg2/Mertk/Fgfr4/Nrp1	10
GO:0005539	glycosaminoglycan binding	24/1284	243/28407	0.000295778456606691	0.00569234010827972	0.00431184482918195	Jchain/Stab1/Aoc1/Reg3g/Apob/Reg3b/Apoe/Hmmr/App/Ptprf/Lgr4/Cfh/Ccl7/Pf4/Reg4/Pdcd5/Fgfr4/Cd44/Ang4/Ccl5/Mmp7/Gpnmb/Nrp1/Sfrp1	24
GO:0019902	phosphatase binding	24/1284	243/28407	0.000295778456606691	0.00569234010827972	0.00431184482918195	Hsp90b1/Skap1/Itga1/Ctnnd1/Csf1r/Lck/Ceacam1/Kcnn4/Sytl2/Cttnbp2nl/Nek2/Fcrl2/Csrnp2/Ppp1r3b/Sirpa/Ppp1r10/Ppp1r9a/Atp2b4/Dzip3/Sh2d4a/Spred1/Rpa2/Akap1/Eif2ak3	24
GO:0019887	protein kinase regulator activity	23/1284	230/28407	0.000327690847897364	0.00618971601583911	0.00468859809662116	Prkch/Ccnb1/Ccna2/Erbb3/Spry2/Ccnyl1/Hexim1/Ccnl1/Ccnd1/Irgm1/Cks2/Gas6/Dnajc3/Ddx3x/Ccl5/Cit/Cks1b/Spred1/Socs3/Rictor/Ccnb2/P2rx7/Pkig	23
GO:0140103	catalytic activity, acting on a glycoprotein	6/1284	22/28407	0.000336689130123102	0.00624405295864662	0.00472975734948051	Mgat3/Fut8/Mgat1/B4galnt4/B3gnt3/Gcnt4	6
GO:0015485	cholesterol binding	9/1284	50/28407	0.000359342646517177	0.00643034209557053	0.00487086800634548	Soat2/Gramd1b/Cd81/Prom1/Gramd1a/Sidt1/Stard5/Erlin2/Osbpl3	9
GO:0120013	lipid transfer activity	9/1284	50/28407	0.000359342646517177	0.00643034209557053	0.00487086800634548	Apob/Gramd1b/Apoe/Mttp/Gramd1a/Abcg5/Stard5/Cptp/Triap1	9
GO:0005548	phospholipid transporter activity	10/1284	61/28407	0.000378537706485244	0.00659792550693801	0.00499780941392415	Abcb1a/Mttp/Plscr1/Atp8b1/Atp10b/Tmem30b/Cptp/Ano9/Clptm1l/Triap1	10
GO:0015923	mannosidase activity	5/1284	15/28407	0.000384371354950061	0.00659792550693801	0.00499780941392415	Edem2/Edem1/Manea/Man1b1/Man1c1	5
GO:0022804	active transmembrane transporter activity	36/1284	435/28407	0.000388113265114001	0.00659792550693801	0.00499780941392415	Abca9/Slc44a1/Abcb1a/Slco2b1/Slc34a2/Slc1a4/Slc20a1/Slc12a2/Slc12a8/Cdh17/Slc12a5/Abcc3/Gm5134/Abcb9/Slc5a8/Slc29a3/Slc16a10/Abcg5/Slc28a3/Slc28a2/Atp1b1/Atp2b4/Slc7a8/Slc38a2/Uqcrh/Slc26a10/Atp2c2/Abca8a/Cpox/Slc35d1/Slc25a3/Atp13a2/Slc26a3/Slc10a2/Slc22a5/Slc12a7	36
GO:0008194	UDP-glycosyltransferase activity	17/1284	149/28407	0.000424510527151259	0.00709837274908662	0.00537688916184683	Mgat3/A4gnt/Gcnt2/Large1/B3gnt9/Mgat1/Galnt6/Ugt2b34/Gbgt1/B4galnt4/B3gnt3/B3galt5/B4galnt2/Wdfy3/Chsy1/B3galnt1/Gcnt4	17
GO:0003735	structural constituent of ribosome	19/1284	178/28407	0.000469090406226094	0.00766094249749355	0.0058030255863367	mt-Rnr1/Rps27/Rps15a/Rpl37a/Rpl39/Rps21/Mrps6/Rpl35a/Rpl36a/Rplp2/Rps28/Rps24/mt-Rnr2/Rpl37/Rps13/Rps25/Uba52/Rps23/Rpl30	19
GO:0046982	protein heterodimerization activity	28/1284	312/28407	0.000473175860139307	0.00766094249749355	0.0058030255863367	Xbp1/Top2a/Nr4a2/Ceacam1/Erbb3/Abtb3/App/Bhlhe41/Cebpa/Erbb2/Mlxipl/Mttp/Taf4b/Pafah1b3/Abcg5/Pdgfa/Atf6/Atp1b1/Tubb2b/Slc7a8/Slc51a/Gabbr1/Gadd45a/Zbtb1/Pdgfb/Birc5/Neurod1/Cybb	28
GO:0004252	serine-type endopeptidase activity	20/1284	194/28407	0.00052926520262449	0.00831981284488051	0.00630210797537905	Gzma/Mmp9/Gzmb/Mcpt2/Mcpt1/Cela3b/Habp2/Cfb/Prss32/Ctse/Klk8/St14/Prss23/Tmprss4/Immp2l/Prss3b/Sec11c/Gzmk/Tmprss2/Mcpt4	20
GO:0051219	phosphoprotein binding	14/1284	112/28407	0.000532018692553532	0.00831981284488051	0.00630210797537905	Zap70/Lck/Grap2/Ptpn5/Ubash3b/Ms4a2/Sirpa/Plcg1/Acp2/Cd44/Fkbp4/Samsn1/Cblb/Socs3	14
GO:0061575	cyclin-dependent protein serine/threonine kinase activator activity	5/1284	16/28407	0.000538340831139327	0.00831981284488051	0.00630210797537905	Ccnb1/Ccnyl1/Ccnd1/Cks2/Cks1b	5
GO:0070325	lipoprotein particle receptor binding	7/1284	33/28407	0.000575949096616238	0.00876818027684422	0.00664173820764051	Reln/Hsp90b1/Apob/Apoe/App/Dab2/Clu	7
GO:0005044	scavenger receptor activity	8/1284	43/28407	0.000602007288240699	0.00903010932361049	0.00684014473016522	Stab1/Cd163/Endou/Enpp1/Msr1/Tmprss4/Lgals3bp/Tmprss2	8
GO:0008236	serine-type peptidase activity	21/1284	211/28407	0.000620582683390783	0.00917383097186375	0.00694901128312486	Gzma/Reln/Mmp9/Gzmb/Mcpt2/Mcpt1/Cela3b/Habp2/Cfb/Prss32/Ctse/Klk8/St14/Prss23/Tmprss4/Immp2l/Prss3b/Sec11c/Gzmk/Tmprss2/Mcpt4	21
GO:0010997	anaphase-promoting complex binding	4/1284	10/28407	0.000700705044180814	0.0102102735009204	0.00773409778088297	Cdc20b/Plk1/Cdc20/Fzr1	4
GO:0003756	protein disulfide isomerase activity	5/1284	17/28407	0.000734385138064922	0.0104037894559197	0.00788068262192474	Txndc5/Pdia4/Creld2/Pdia6/Pdia3	5
GO:0016864	intramolecular oxidoreductase activity, transposing S-S bonds	5/1284	17/28407	0.000734385138064922	0.0104037894559197	0.00788068262192474	Txndc5/Pdia4/Creld2/Pdia6/Pdia3	5
GO:0098631	cell adhesion mediator activity	8/1284	45/28407	0.000826173469579771	0.0115437936845393	0.00874421523679238	Itga1/Epcam/Igsf9/Emilin1/Cd200r1/Sirpa/Nrcam/Izumo1	8
GO:0017171	serine hydrolase activity	21/1284	216/28407	0.000840963109912633	0.0115916536771741	0.00878046831686875	Gzma/Reln/Mmp9/Gzmb/Mcpt2/Mcpt1/Cela3b/Habp2/Cfb/Prss32/Ctse/Klk8/St14/Prss23/Tmprss4/Immp2l/Prss3b/Sec11c/Gzmk/Tmprss2/Mcpt4	21
GO:0004725	protein tyrosine phosphatase activity	12/1284	92/28407	0.000888161379671629	0.0119421160277029	0.00904593721809488	Ptpn22/Ptprf/Ptpn5/Ptp4a1/Acp3/Ubash3b/Dusp10/Dnajc6/Dusp14/Cdc25b/Dusp5/Eya2	12
GO:0019865	immunoglobulin binding	6/1284	26/28407	0.000889804723632766	0.0119421160277029	0.00904593721809488	Jchain/Fcgr1/Fcgr4/Ms4a2/Fcgrt/Fcgr3	6
GO:0043539	protein serine/threonine kinase activator activity	10/1284	68/28407	0.000917579258512905	0.0121549460218593	0.00920715209498937	Ccnb1/Spry2/Ccnyl1/Ccnd1/Irgm1/Cks2/Ddx3x/Cks1b/Rictor/P2rx7	10
GO:0004674	protein serine/threonine kinase activity	35/1284	441/28407	0.00097738972364674	0.0127812502323035	0.00968156622343735	Prkch/Dapk2/Prkcq/Camk2b/Camk4/Plk3/Stk32c/Cdk11b/Tnik/Plk1/Nek2/Aurkb/Ttk/Cdk1/Bub1b/Bub1/Map3k8/Stk39/Nrbp1/Clk1/Brd2/Camkk1/Cdk8/Cit/Dyrk3/Ern2/Map4k4/Pask/Mapkapk3/Clk4/Tgfbr1/Acvr2a/Mapk12/Grk4/Eif2ak3	35
GO:0001786	phosphatidylserine binding	10/1284	69/28407	0.0010303294296227	0.0131367002276895	0.00995081317556662	Gramd1b/Anxa13/Appl2/Sytl2/Marcks/Axl/Gas6/Smpd3/Cd300lf/Havcr1	10
GO:0008028	monocarboxylic acid transmembrane transporter activity	10/1284	69/28407	0.0010303294296227	0.0131367002276895	0.00995081317556662	Slco2b1/Ceacam1/Slc1a4/Abcc3/Slc5a8/Slc16a10/Slc27a2/Slc51a/Slc43a3/Slc10a2	10
GO:0042609	CD4 receptor binding	4/1284	11/28407	0.00106178197711946	0.0133705878600229	0.0101279788330823	Lck/Fyn/Plscr1/Il16	4
GO:0019903	protein phosphatase binding	19/1284	191/28407	0.00110757983808213	0.013675870894611	0.0103592252184153	Hsp90b1/Skap1/Itga1/Ctnnd1/Csf1r/Lck/Ceacam1/Kcnn4/Cttnbp2nl/Nek2/Fcrl2/Ppp1r3b/Sirpa/Ppp1r10/Ppp1r9a/Atp2b4/Rpa2/Akap1/Eif2ak3	19
