ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0006644	phospholipid metabolic process	69/2078	360/28891	5.89520106028137e-14	2.99751558365413e-11	1.85650119472449e-11	Hmgcs2/Pnliprp2/Plbd1/Serinc5/Ldlr/Plppr3/Gdpd1/Abhd4/Fdps/Enpp2/Smpd3/Cds2/Serinc2/Lclat1/Pla2g2f/Mboat1/Inpp5j/Fdft1/Agpat2/Hadha/Pcsk9/Lpcat3/Smpdl3a/Socs2/Mfsd2a/Cept1/Serinc1/Pnpla6/Pmvk/Mvk/Acsl6/Aspg/Dgkd/Cish/Pik3ca/Pla2g5/Hmgcs1/Idi1/Ip6k1/Atg14/Pcyt2/Enpp7/Cds1/Mtmr6/Ptdss1/Prkcd/Tamm41/Pcyt1b/Smpdl3b/Pla2g7/Pik3c2b/Mboat7/Hycc2/Abhd3/Mtmr3/Pdgfrb/Vapa/Inpp5a/Inpp4a/Acsl3/Dbi/Plpp2/Pla2g4c/Pla2g12b/Alox15/Pla2g2d/Pik3c3/Pip4k2c/Mecp2	69
GO:0031667	response to nutrient levels	77/2078	427/28891	6.06583153789922e-14	2.99751558365413e-11	1.85650119472449e-11	Aoc1/Acacb/Asns/Dsc2/Zfyve1/Ldlr/Angptl4/Prkcg/Lrp6/Slc39a4/Yars1/Cck/Gas2l1/Clps/Slc2a1/Rnf152/Acvr1c/Gdf15/Cdkn2b/Insr/Srf/Zc3h12a/Cyp24a1/Slc27a4/Bcl2/Cad/Pcsk9/Foxk1/Hspa5/Mfsd2a/Sirt1/Foxa3/Vdr/Ucn3/Stk39/Bckdhb/Higd1a/Suox/Lamp2/Ppargc1a/Sesn1/Atf4/Pyy/Slc2a2/Capn10/Clic5/Sesn3/Acadm/Stk24/Atg14/Nucb2/Gabarapl1/Prkab2/Rnf167/Pparg/Gpr155/Wdr45/Mybbp1a/Lrp11/Nfkbiz/Pik3c2b/Tsc1/Fas/Plin2/Wipi1/Ttc5/Mtmr3/Lipa/Pck1/Usp33/Gck/Rasal2/Prkaa1/Ppara/Eif2s1/Jmy/Pik3c3	77
GO:0007623	circadian rhythm	52/2078	228/28891	6.35999715807143e-14	2.99751558365413e-11	1.85650119472449e-11	Dbp/Bmal1/Nr1d2/Per3/Per2/Ciart/Npas2/Nos2/Usp2/Nr1d1/Tnfrsf11a/Cry2/Siah2/Per1/Prkcg/Cry1/Relb/Cipc/Id3/Nampt/Hnrnpd/Mat2a/Top2a/Sirt1/Ppargc1a/Id1/Rorc/Hnrnpu/Fbxl3/Atf4/Bhlhe40/Ncor1/Fbxl21/Zfhx3/Id2/Sfpq/Kdm5c/Pparg/Clock/Mybbp1a/Gfpt1/Fas/Casp1/Thrap3/Kdm2a/Mttp/Kmt2a/Kcnma1/Parp1/Prkaa1/Ppara/Timeless	52
GO:0009991	response to extracellular stimulus	80/2078	460/28891	1.47530592974848e-13	6.45657102254924e-11	3.99885554642351e-11	Aoc1/Acacb/Asns/Dsc2/Zfyve1/Ldlr/Angptl4/Prkcg/Lrp6/Slc39a4/Yars1/Cck/Gas2l1/Clps/Slc2a1/Rnf152/Acvr1c/Ppan/Gdf15/Cdkn2b/Insr/Srf/Zc3h12a/Cyp24a1/Slc27a4/Bcl2/Cad/Pcsk9/Foxk1/Hspa5/Mfsd2a/Sirt1/Foxa3/Vdr/Ucn3/Stk39/Bckdhb/Higd1a/Suox/Lamp2/Ppargc1a/Sesn1/Atf4/Pyy/Slc2a2/Capn10/Clic5/Sesn3/Acadm/Stk24/Atg14/Nucb2/Gabarapl1/Prkab2/Dctpp1/Rnf167/Pparg/Gpr155/Wdr45/Mybbp1a/Lrp11/Nfkbiz/Pik3c2b/Tsc1/Fas/Plin2/Wipi1/Ttc5/Mtmr3/Slc1a2/Lipa/Pck1/Usp33/Gck/Rasal2/Prkaa1/Ppara/Eif2s1/Jmy/Pik3c3	80
GO:0006066	alcohol metabolic process	67/2078	354/28891	2.52901006917684e-13	1.0330163129231e-10	6.39795178904035e-11	Aplp2/Hmgcs2/Akr1c19/Insig1/Got1/Hsd17b6/Ldlr/Nudt4/Akr1c13/Akr1c14/Gdpd1/Abhd4/Fdps/Erlin2/Lss/Galk1/Msmo1/Adh6a/Sqle/Adh4/Hmgcr/Akr1c12/Aldh3a2/App/Ipmk/Cyp51/Fdft1/Acer1/Pcsk9/Por/Lpcat3/Cacna1h/Nfe2l1/Npc1/Pmvk/Mvk/Qdpr/Slc37a2/Retsat/Degs2/Hsd17b7/Lrp1/Hmgcs1/Rdh16/Sgpp2/Idi1/Ip6k1/Rdh7/Thrb/Insig2/Gfi1/Npc1l1/Mbtps1/Mttp/G6pdx/Lipa/Pck1/Hnf1a/Kcnma1/Mogat2/Ces1e/Fmo5/Plpp2/Prkaa1/Akr1a1/Mecp2/Cyb5r3	67
GO:0006694	steroid biosynthetic process	44/2078	179/28891	3.35445553545567e-13	1.28454681660855e-10	7.95579750349848e-11	Nr1d1/Hmgcs2/Insig1/Hsd17b11/Akr1c14/Hsd17b2/Fdps/Erlin2/Lss/Msmo1/Sqle/Hmgcr/Cyp51/Fdft1/Ddx20/Por/Lpcat3/Cacna1h/Sirt1/Pmvk/Mvk/Ppargc1a/Slc27a2/Hsd17b7/Fgf15/Hmgcs1/Idi1/Dhrs11/Insig2/Hint2/Gfi1/Npc1l1/Abcd3/Sdr42e1/G6pdx/Lipa/Igf1r/Hnf1a/Pde8b/Ces1e/Prkaa1/Nr3c1/Cyb5r3/Hsd3b3	44
GO:0042594	response to starvation	48/2078	209/28891	4.40718590076199e-13	1.58840164788051e-10	9.83771218095788e-11	Aoc1/Asns/Dsc2/Zfyve1/Angptl4/Slc39a4/Yars1/Gas2l1/Slc2a1/Rnf152/Zc3h12a/Bcl2/Cad/Pcsk9/Foxk1/Hspa5/Mfsd2a/Sirt1/Foxa3/Higd1a/Lamp2/Sesn1/Atf4/Sesn3/Acadm/Stk24/Atg14/Gabarapl1/Rnf167/Gpr155/Wdr45/Mybbp1a/Lrp11/Pik3c2b/Tsc1/Fas/Plin2/Wipi1/Ttc5/Mtmr3/Pck1/Usp33/Gck/Prkaa1/Ppara/Eif2s1/Jmy/Pik3c3	48
GO:0016042	lipid catabolic process	65/2078	345/28891	7.11338665050888e-13	2.42131777820377e-10	1.49963502193477e-10	Acacb/Pnliprp2/Cpt1a/Plbd1/Hsd17b11/Hsd17b6/Ldlr/Cpt2/Adtrp/Crot/Mgst2/Akr1c14/Gdpd1/Thra/Abhd4/Enpp2/Etfdh/Smpd3/Clps/Acad11/Pnpla2/Cyp4f40/Psap/Pla2g2f/Cyp24a1/Slc27a4/Acer1/Hadha/Smpdl3a/Acaa1b/Mfsd2a/Sgpl1/Pnpla6/Aspg/Ehhadh/Slc27a2/Lrp1/Pla2g5/Pde3b/Acadm/Liph/Enpp7/Hint2/Hadhb/Ilvbl/Prkcd/Cyp4f14/Abcd3/Smpdl3b/Acat2/Pla2g7/Abhd3/Nudt19/Lipa/Pck1/Oxct1/Dbi/Ces1e/Pla2g4c/Pla2g12b/Prkaa1/Faah/Bco1/Pla2g2d/Acox3	65
GO:0002833	positive regulation of response to biotic stimulus	73/2078	413/28891	7.57164803541198e-13	2.4416572375247e-10	1.51223219765431e-10	Cd74/Rnf125/Casp4/Nr1d1/Cyba/Lrrc19/Nlrp6/Cd14/Ikbke/Dab2ip/Alpk1/Slc15a4/Lyn/H2-T23/Pdpk1/Rps19/Cd24a/Irf1/App/Cd300lf/Hsp90aa1/Syk/Gsdme/Ptprs/Tlr3/Trim31/Trim56/Trim25/Nlrc3/Lamp2/Src/Lamp1/Irak2/Rbm47/Hspa8/Pla2g5/Nlrc4/Tnip1/Aim2/Sec14l1/F2rl1/Oasl1/Trim30a/Rab11fip2/Sfpq/Gfi1/Tlr2/Parp9/Rigi/H2-T3/Irgm2/Lag3/Lgals9/Smpdl3b/Nfkbiz/C1qbp/Unc93b1/Casp1/Xrcc5/Nfkbia/H2-D1/Gpr108/Fbxl2/Pycard/Ecsit/Sash1/Lbp/Pik3ap1/Polr3c/Inava/Nlrc5/Fbxo38/Trim11	73
GO:0045089	positive regulation of innate immune response	69/2078	385/28891	1.6466219249898e-12	5.04442626720626e-10	3.12424844188855e-10	Cd74/Rnf125/Casp4/Nr1d1/Cyba/Lrrc19/Nlrp6/Cd14/Ikbke/Dab2ip/Alpk1/Slc15a4/Lyn/H2-T23/Pdpk1/Rps19/Irf1/App/Cd300lf/Hsp90aa1/Syk/Ptprs/Tlr3/Trim31/Trim56/Trim25/Nlrc3/Lamp2/Src/Lamp1/Irak2/Rbm47/Hspa8/Pla2g5/Nlrc4/Tnip1/Aim2/Sec14l1/F2rl1/Oasl1/Trim30a/Rab11fip2/Sfpq/Gfi1/Tlr2/Parp9/Rigi/H2-T3/Irgm2/Lag3/Lgals9/Smpdl3b/Nfkbiz/C1qbp/Unc93b1/Casp1/Xrcc5/Nfkbia/H2-D1/Gpr108/Fbxl2/Pycard/Ecsit/Lbp/Pik3ap1/Polr3c/Inava/Nlrc5/Trim11	69
GO:0140236	translation at presynapse	21/2078	47/28891	1.81273742954807e-12	5.28887725278145e-10	3.27564833760441e-10	Rpl36/Rps27/Rpl38/Rpl24/Rpl28/Rpl35a/Rpl35/Rpl26/Rpl34/Uba52/Rpl29/Rpl23/Rps15a/Rpl8/Rps11/Rpl9/Rps26/Rps5/Rpl17/Rpl13a/Rpl6	21
GO:0072593	reactive oxygen species metabolic process	53/2078	257/28891	2.54936379814958e-12	7.09997817784658e-10	4.39734760398528e-10	Nos2/Cyba/Cd177/Nox1/Birc3/Itgam/Immp2l/Hba-a1/Akr1c14/Noxa1/Insr/Duoxa2/App/Txn1/Zc3h12a/Bcl2/Hk2/Xdh/Syk/Gadd45a/Sirt1/Ndufa13/Arg2/Ccn1/Hif1a/Gpx3/Pxdn/ND2/Sesn1/Atp7a/Cflar/Hbb-bt/Hbp1/Aatf/F2rl1/Trim30a/Nqo2/Prkcd/Duox2/Acp5/Pink1/Bnip3/Slc25a33/Pdgfrb/G6pdx/Lipa/Aldh2/Cycs/Ppara/Abcb7/Slc1a1/Inava/Ctns	53
GO:0019216	regulation of lipid metabolic process	70/2078	398/28891	2.84687565306808e-12	7.36271241096291e-10	4.56007116757086e-10	Nr1d2/Cd74/Nr1d1/Acacb/Insig1/Cpt1a/Isx/Ldlr/Golm1/Angptl4/Akr1c14/Acsl4/Thra/Fdps/Ceacam1/Erlin2/Wdtc1/Smpd3/Lyn/Fmo2/Pnpla2/Psap/Acer1/Ddx20/Por/Lpcat3/Nfe2l1/Mfsd2a/Sirt1/Kit/Ccn1/Ppargc1a/Rorc/Fmo1/Lsr/Fgf15/Ncor1/Rdh16/Pde3b/Id2/Thrb/Atg14/Nucb2/Enpp7/Bcl11b/Insig2/Hsd17b13/Gfi1/Prkcd/Pparg/Adipor1/Nr4a3/Prmt3/Mboat7/Angptl8/Trib3/Mtmr3/Pdgfrb/Pck1/Igf1r/Kcnma1/Acsl3/Pde8b/Dbi/Ces1e/Fmo5/Prkaa1/Tm6sf2/Ppara/Nr3c1	70
GO:0140241	translation at synapse	21/2078	48/28891	3.00420777336499e-12	7.36271241096291e-10	4.56007116757086e-10	Rpl36/Rps27/Rpl38/Rpl24/Rpl28/Rpl35a/Rpl35/Rpl26/Rpl34/Uba52/Rpl29/Rpl23/Rps15a/Rpl8/Rps11/Rpl9/Rps26/Rps5/Rpl17/Rpl13a/Rpl6	21
GO:0140242	translation at postsynapse	21/2078	48/28891	3.00420777336499e-12	7.36271241096291e-10	4.56007116757086e-10	Rpl36/Rps27/Rpl38/Rpl24/Rpl28/Rpl35a/Rpl35/Rpl26/Rpl34/Uba52/Rpl29/Rpl23/Rps15a/Rpl8/Rps11/Rpl9/Rps26/Rps5/Rpl17/Rpl13a/Rpl6	21
GO:0009267	cellular response to starvation	43/2078	184/28891	3.86876405598303e-12	9.11689129654154e-10	5.64651596025053e-10	Aoc1/Asns/Dsc2/Zfyve1/Angptl4/Slc39a4/Gas2l1/Slc2a1/Rnf152/Zc3h12a/Bcl2/Pcsk9/Hspa5/Mfsd2a/Sirt1/Foxa3/Higd1a/Lamp2/Sesn1/Atf4/Sesn3/Stk24/Atg14/Gabarapl1/Rnf167/Gpr155/Wdr45/Mybbp1a/Pik3c2b/Tsc1/Fas/Plin2/Wipi1/Ttc5/Mtmr3/Pck1/Usp33/Gck/Prkaa1/Ppara/Eif2s1/Jmy/Pik3c3	43
GO:0006631	fatty acid metabolic process	77/2078	463/28891	4.31109064315678e-12	9.78298235948949e-10	6.05905721971938e-10	Per2/Cd74/Acacb/Acot1/Adipor2/Insig1/Cpt1a/Cpt2/Adtrp/Crot/Acsl1/Akr1c14/Acsl4/Ceacam1/Erlin2/Wdtc1/Etfdh/Fasn/Acad11/Cyp2s1/Elovl7/Fmo2/Adh4/Aldh3a2/Cyp4f40/Pla2g2f/Ces2g/Slc27a4/Hadha/Por/Acaa1b/Nfe2l1/Ces2a/Mfsd2a/Sirt1/Sgpl1/Ppargc1a/Acsl6/Ehhadh/Fmo1/Slc27a2/Ptges3/Acsm3/Ncor1/Pla2g5/Ces2c/Acadm/Ces2e/Nucb2/Prkab2/Insig2/Mgst3/Hadhb/Ilvbl/Pparg/Cyp4f14/Abcd3/Acat2/Adipor1/Nr4a3/Acnat1/Abhd3/Nudt19/Trib3/Fads6/Lipa/Pck1/Hnf1a/Acsl3/Dbi/Ces1e/Acot4/Prkaa1/Faah/Ppara/Alox15/Acox3	77
GO:0140694	non-membrane-bounded organelle assembly	70/2078	402/28891	4.61276928364176e-12	9.81945650490986e-10	6.08164735900631e-10	Zfyve1/Nop2/mt-Rnr1/mt-Rnr2/Pls1/Cirbp/Cds2/Rps25/Sqle/Ppan/Misp/Rps19/Rps27/Srf/Rpl38/Hck/Rpl24/Eif5b/Cep85/Plk1/Dlgap5/Kif23/Rps15/Cep97/Numa1/Fau/Rpl11/Hnrnpu/Src/Aspm/Cflar/Ncor1/Tnnt2/Stil/Rpsa/Vil1/Tpx2/Cenpa/Ldaf1/Mapre1/Snhg15/Cds1/Brix1/Chmp5/Haus7/C1qbp/Mrto4/Chmp2b/Nek2/Tmod3/Cenpe/Xrcc5/Rpf2/Rps5/Pdgfrb/Plk2/Ldb3/Ccdc57/Kifc1/Pla2g4c/Grb7/Prkaa1/Prickle1/Chmp4c/Ino80/Flii/Eif2s1/Ndc80/Cnot1/Rpl6	70
GO:0042274	ribosomal small subunit biogenesis	31/2078	104/28891	4.64769444495489e-12	9.81945650490986e-10	6.08164735900631e-10	Nop56/mt-Rnr1/Nol10/Rps25/Rps19/Wdr43/Rps27/Rpl38/Tbl3/Utp18/Rrp9/Rps15/Fau/Utp4/Kri1/Nop58/Mphosph10/Rpsa/Aatf/Bysl/Rps15a/Rps8/Rps11/Heatr1/Rps7/Xrcc5/Nat10/Rps5/Ltv1/Wdr36/Nop14	31
GO:0006695	cholesterol biosynthetic process	23/2078	59/28891	5.19251422705778e-12	1.02627531190913e-09	6.35620162599094e-10	Hmgcs2/Insig1/Fdps/Erlin2/Lss/Msmo1/Hmgcr/Cyp51/Fdft1/Por/Lpcat3/Pmvk/Mvk/Hsd17b7/Hmgcs1/Idi1/Insig2/Npc1l1/G6pdx/Lipa/Ces1e/Prkaa1/Cyb5r3	23
GO:1902653	secondary alcohol biosynthetic process	23/2078	59/28891	5.19251422705778e-12	1.02627531190913e-09	6.35620162599094e-10	Hmgcs2/Insig1/Fdps/Erlin2/Lss/Msmo1/Hmgcr/Cyp51/Fdft1/Por/Lpcat3/Pmvk/Mvk/Hsd17b7/Hmgcs1/Idi1/Insig2/Npc1l1/G6pdx/Lipa/Ces1e/Prkaa1/Cyb5r3	23
GO:0030258	lipid modification	46/2078	208/28891	5.52934236916791e-12	1.05869627174662e-09	6.55699975027971e-10	Acacb/Adipor2/Cpt1a/Cpt2/Plppr3/Crot/Etfdh/Acad11/Fmo2/Adh4/Mboat1/Inpp5j/Hadha/Por/Lpcat3/Acaa1b/Mfsd2a/Ppargc1a/Ehhadh/Fmo1/Slc27a2/Dgkd/Sgpp2/Acadm/Nucb2/Mtmr6/Hadhb/Ilvbl/Pparg/Abcd3/B4galnt1/Acat2/Pla2g7/Adipor1/Nr4a3/Mboat7/B4galnt2/Gbgt1/Mtmr3/Inpp5a/Dbi/Plpp2/Prkaa1/Ppara/Alox15/Acox3	46
GO:0006091	generation of precursor metabolites and energy	79/2078	484/28891	6.00902283181255e-12	1.11567523910653e-09	6.90989706816085e-10	Per2/Nr1d1/Coq10b/G6pc1/Hmgcs2/Pygm/ND4/Immp2l/Pkm/Crot/COX2/COX1/CYTB/Galk1/Prdm16/Etfdh/Ide/Pklr/Slc1a3/Adh6a/Adh4/Insr/App/Bpgm/Hk2/Foxk1/Por/Nfatc3/Rb1cc1/ND1/Chchd10/Aldoc/Ndufa13/Gnpda1/ND3/Gbe1/Psen1/Hif1a/Dlat/Ppargc1a/ND2/Slc37a2/Atp7a/Ptges3/Ncor1/Pik3ca/Ndufb7/ND4L/Aldob/Acadm/Slc25a23/Ndufa5/Gabarapl1/Uqcr11/Pdhb/Fbp1/Il6st/Pink1/Mybbp1a/Ifnar1/Gfpt1/Nr4a3/Bnip3/ATP6/Slc25a33/Ccnb1/Myc/G6pdx/Lipa/Oxct1/Gck/Atp5f1e/Enox2/Phlda2/Ppif/Cycs/Cox10/Prkaa1/Ppara	79
GO:0016126	sterol biosynthetic process	24/2078	65/28891	7.13242549782796e-12	1.2853050301527e-09	7.96049347358198e-10	Hmgcs2/Insig1/Fdps/Erlin2/Lss/Msmo1/Sqle/Hmgcr/Cyp51/Fdft1/Por/Lpcat3/Pmvk/Mvk/Hsd17b7/Hmgcs1/Idi1/Insig2/Npc1l1/G6pdx/Lipa/Ces1e/Prkaa1/Cyb5r3	24
