ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0005840	ribosome	49/2091	267/28573	2.08109048305151e-09	1.17408188085489e-07	8.16006531512301e-08	Rpl36/mt-Rnr1/Mrpl12/mt-Rnr2/Rps25/Rps19/Rsl1d1/Rps27/Rpl38/Rpl24/Rpl28/Larp4/Etf1/Mrpl54/Rpl35a/Rpl35/Rpl41/Rps15/Rpl26/Fau/Ppargc1a/Rpl11/Mrps28/Rpl34/Uba52/Rpl29/Rpsa/Mrps26/Rpl23/Mrps6/Rpl18/Rps15a/Rps8/Rpl8/Rps11/Rps7/Rpl9/Rpl22l1/Rps26/Rps20/Rpl39/Gspt1/Rpl21/Rps5/Rpl17/Abce1/Nck1/Rpl13a/Rpl6	49
GO:0031902	late endosome membrane	25/2091	94/28573	1.02343335357224e-08	4.96444217691989e-07	3.45037029166321e-07	H2-Eb1/H2-Ab1/H2-Aa/Mreg/B2m/Baiap3/Sppl2a/H2-DMb1/Atp10b/Lamp2/Atp13a3/Rab27b/Lamp1/H2-DMa/Slc11a2/Chmp5/Slc29a3/Atp13a2/Wdr81/Chmp2b/Abcb6/Rnf13/Chmp4c/Marchf8/Cyb561a3	25
GO:0005765	lysosomal membrane	43/2091	230/28573	1.11613016269563e-08	4.96444217691989e-07	3.45037029166321e-07	H2-Eb1/H2-Ab1/H2-Aa/B2m/Deptor/Sppl2a/H2-DMb1/Rnf152/Slc15a4/Atp10b/Slc39a8/Npc1/Psen1/Lamp2/Slc17a5/Lamp1/H2-DMa/Ffar4/Hspa8/Tpcn1/Slc66a1/Scarb2/Slc49a4/Slc11a2/Chmp5/Slc29a3/Rnf167/Atp13a2/Tmem175/Gpr155/Wdr81/Tsc1/Chmp2b/Ctsd/Slc37a3/H2-D1/Abcb6/Rnf13/Ncstn/Chmp4c/P2rx4/Ctns/Cyb561a3	43
GO:0098852	lytic vacuole membrane	43/2091	230/28573	1.11613016269563e-08	4.96444217691989e-07	3.45037029166321e-07	H2-Eb1/H2-Ab1/H2-Aa/B2m/Deptor/Sppl2a/H2-DMb1/Rnf152/Slc15a4/Atp10b/Slc39a8/Npc1/Psen1/Lamp2/Slc17a5/Lamp1/H2-DMa/Ffar4/Hspa8/Tpcn1/Slc66a1/Scarb2/Slc49a4/Slc11a2/Chmp5/Slc29a3/Rnf167/Atp13a2/Tmem175/Gpr155/Wdr81/Tsc1/Chmp2b/Ctsd/Slc37a3/H2-D1/Abcb6/Rnf13/Ncstn/Chmp4c/P2rx4/Ctns/Cyb561a3	43
GO:0030139	endocytic vesicle	41/2091	214/28573	1.17328027814946e-08	4.96444217691989e-07	3.45037029166321e-07	B2m/Cd2ap/Vim/Dab2ip/Rab5b/Pld4/Rab43/H2-T23/Ehd4/Cdc42ep2/Syk/Amot/Tap1/Rab11b/Lamp2/Ap2a2/Lamp1/Tapbp/Ffar4/Pla2g5/Scarb2/Atg14/Evl/Eps15/Flot2/H2-T3/Unc93b1/Pik3c2b/Rab22a/Rab11fip3/Ctss/Mpeg1/Rab9/H2-D1/Sh3kbp1/Igf2r/Kifc1/Rapgef2/Rin2/Pik3c3/Cemip	41
GO:0005769	early endosome	57/2091	353/28573	1.41136984510811e-08	5.62057285375406e-07	3.90639207902987e-07	H2-Ab1/Nox1/Siah2/Slc9a3/Ldlr/Lrp6/Als2/Rab5b/Pld4/Dtx3l/Slc15a4/Neurl1b/Cmtm6/Neurl3/Ehd4/App/Fzd5/Sort1/Zfyve26/Pcsk9/Tmem127/Rhob/Tlr3/Mib2/Psen1/Atp13a3/Snx5/Epha4/Tmem184a/Atp7a/Wasf2/Lrp1/Tpcn1/Ankfy1/Nrp1/Tm9sf4/F2rl1/Tom1/Eps15/Parm1/Slc11a2/D130043K22Rik/Pxk/Wdr81/Rab22a/Itch/Ctss/Mmgt2/H2-D1/Abcb6/Igf2r/Nucb1/Plpp2/Ncstn/Marchf8/Slc1a1/Snx12	57
GO:0090575	RNA polymerase II transcription regulator complex	45/2091	249/28573	1.51430408381307e-08	5.69546591523027e-07	3.95844400856399e-07	Dbp/Bmal1/Npas2/Hlf/E2f2/Mxd4/Tead1/Nr5a2/Thra/Batf2/Gtf2f2/Gtf2f1/Maf/Cbx3/E2f3/Ing2/Vdr/Mlxip/Ctnnb1/Hnrnpab/Hif1a/Bcl9/Hnrnpu/Atf4/Taf4b/Thrb/Sfpq/Rfx5/Pparg/Atf7/Clock/Cebpd/Cebpg/Tfdp2/Smad3/Gemin5/Mxi1/Cebpb/Hoxb9/Ncoa3/Myc/Mafg/Rfxank/Ccnh/Wwox	45
GO:0005776	autophagosome	24/2091	92/28573	3.0193754540455e-08	1.05430919758273e-06	7.32762514684724e-07	Zfyve1/Vmp1/Nbr1/Peg3/Atg9a/Rb1cc1/Fyco1/Lamp2/Lamp1/Hspa8/Plekhm1/Atg14/Gabarapl1/Chmp5/Atp13a2/Snap29/Irgm2/Wdr81/Chmp2b/Wipi1/Chmp4c/Jmy/Pik3c3/Pip4k2c	24
GO:0022625	cytosolic large ribosomal subunit	22/2091	79/28573	3.11465050984558e-08	1.05430919758273e-06	7.32762514684724e-07	Rpl36/Rsl1d1/Rpl38/Rpl24/Rpl28/Rpl35a/Rpl35/Rpl41/Rpl26/Rpl11/Rpl34/Uba52/Rpl29/Rpl23/Rpl18/Rpl8/Rpl9/Rpl39/Rpl21/Rpl17/Rpl13a/Rpl6	22
GO:0031526	brush border membrane	22/2091	82/28573	6.50928993524353e-08	2.09847108864756e-06	1.45847248173126e-06	Slc17a4/Slc9a3/Abcg2/Car4/Slc34a2/Itln1/Hsp90aa1/Slc27a4/Atp8b1/Slc28a3/Slc5a6/Pdzk1/Atp7a/Slc2a2/Aqp1/Slc26a3/Slc5a8/Slc11a2/Npc1l1/Mttp/Slc3a1/Gna13	22
GO:0150034	distal axon	60/2091	397/28573	6.96959775367964e-08	2.13190829027653e-06	1.48171189575311e-06	Itga2/L1cam/Got1/Tpbg/Mical1/Prkcg/Als2/Cck/Clu/App/Hsp90aa1/Inpp5j/Cad/Dpysl3/Sirt1/Cdh1/Mpp4/Tubb3/Slc2a13/Ucn3/Cbl/Pgr/Grik4/Rpl26/Psen1/Orai2/Grik5/Slc17a8/Src/Epha4/Ctnnd1/Lrp1/Hspa8/Aqp1/Nrp1/Slc18a2/Cxadr/Cttn/Pink1/Taok2/Atp5mc1/Calm3/Arpc3/Tsc1/Dbn1/Dynlt1a/Brsk1/Erc2/Map3k12/Kcnma1/Nin/Slc18a1/Dclk1/Snap25/Cpeb1/Slc1a1/P2rx4/Ptprf/Chrm1/Pcsk1	60
GO:0098862	cluster of actin-based cell projections	39/2091	211/28573	7.24281989311082e-08	2.13190829027653e-06	1.48171189575311e-06	Trpa1/Slc17a4/Dab1/Slc9a3/Abcg2/Car4/Pls1/Slc9a2/Slc34a2/Itln1/Hsp90aa1/Slc27a4/Atp8b1/Slc28a3/Slc5a6/Pdzk1/Prom1/Myo5b/Snx5/Atp7a/Slc2a2/Slc23a1/Clic5/Diaph1/Aqp1/Slc26a3/Vil1/Slc5a8/Slc11a2/Slc38a2/Npc1l1/Ddr1/Mttp/Espn/Slc3a1/Flii/Gna13/Tprn/Anks4b	39
GO:0005902	microvillus	25/2091	107/28573	1.63947933676744e-07	4.62469796246482e-06	3.21424238392564e-06	Ceacam20/Slc7a5/Erbb2/Kif13b/Slc34a2/Cd24a/Slc27a4/Adcy6/Cdh1/Pdzk1/Ctnnb1/Prom1/Atp7a/Slc26a2/Cblif/Vil1/Muc4/Enpp7/Cd44/Ctsl/Mttp/Slc38a4/Espn/Anks4b/Wwox	25
GO:0031528	microvillus membrane	11/2091	24/28573	3.20746502352698e-07	8.68581528371107e-06	6.036786802175e-06	Ceacam20/Slc7a5/Slc34a2/Cd24a/Adcy6/Pdzk1/Ctnnb1/Slc26a2/Muc4/Mttp/Slc38a4	11
GO:0022627	cytosolic small ribosomal subunit	15/2091	45/28573	3.69442376127402e-07	9.61971110147119e-06	6.68586000522059e-06	Rps25/Rps19/Rps27/Larp4/Rps15/Fau/Uba52/Rpsa/Rps15a/Rps8/Rps11/Rps7/Rps26/Rps20/Rps5	15
GO:0005777	peroxisome	30/2091	151/28573	4.56877344490395e-07	1.10466415078571e-05	7.67760048824086e-06	Nos2/Vim/Crot/Acsl1/Acsl4/Fdps/Marf1/Ide/Acad11/Pxmp4/Hmgcr/Nbr1/Aldh3a2/Xdh/Acaa1b/Hsdl2/Mgst1/Mvk/Acsl6/Ehhadh/Slc27a2/Idi1/Pex11a/Abcd3/Acnat1/Nudt19/Acsl3/Acot4/Pik3c3/Acox3	30
GO:0042579	microbody	30/2091	151/28573	4.56877344490395e-07	1.10466415078571e-05	7.67760048824086e-06	Nos2/Vim/Crot/Acsl1/Acsl4/Fdps/Marf1/Ide/Acad11/Pxmp4/Hmgcr/Nbr1/Aldh3a2/Xdh/Acaa1b/Hsdl2/Mgst1/Mvk/Acsl6/Ehhadh/Slc27a2/Idi1/Pex11a/Abcd3/Acnat1/Nudt19/Acsl3/Acot4/Pik3c3/Acox3	30
GO:0005874	microtubule	64/2091	467/28573	9.36035921747904e-07	2.18515972077011e-05	1.51872253002292e-05	Baiap2/Nav1/Kif13b/Bag2/Gas2l1/Misp/Kif19b/Ror2/Mid2/Clip2/Nusap1/Plk1/Kif23/Tubb3/Kif1c/Kif2c/Numa1/Dync1li2/Jakmip1/Kif1b/Hnrnpu/Aspm/Pde4dip/Tppp3/Hspa8/Tppp/Reep3/Tpx2/Bysl/Kif18b/Cep162/Gabarapl1/Kif20a/Mapre1/Chmp5/Haus7/Sybu/Gramd2b/Calm3/Reep4/Chmp2b/Dynlt1a/Casp1/Nek2/Cenpe/Kif3a/Kif12/Camsap2/Rassf1/Ttll7/Ccdc57/Nin/Igbp1/Hid1/Serp1/Kifc1/Pycard/Chmp4c/Tuba1c/Ino80/Eml5/Tubal3/Knstrn/Kif19a	64
GO:0031253	cell projection membrane	49/2091	327/28573	1.37411370619016e-06	3.10091659696913e-05	2.15518886549825e-05	Slc17a4/Ceacam20/Slc9a3/Slc7a5/Abcg2/Car4/Ceacam1/Slc34a2/Insr/Cd24a/Itln1/Hsp90aa1/Inpp5j/Slc27a4/Atp8b1/Adcy6/Slc28a3/Slc5a6/Pdzk1/Ctnnb1/Prom1/Src/Adam17/Atp7a/Atf4/Slc26a2/Slc2a2/Diaph1/Aqp1/Slc26a3/Entpd2/Palm/Muc4/Slc5a8/Gabarapl1/Mapre1/Eps15/Slc11a2/Cd44/Ift46/Snap29/Npc1l1/Rigi/Itga5/Mttp/Slc1a2/Slc38a4/Slc3a1/Gna13	49
GO:0005819	spindle	53/2091	367/28573	1.63989500766624e-06	3.58131909738724e-05	2.48907663302821e-05	Cenpf/Taf1d/Hnf4g/Alpk1/Misp/App/Cbx3/Cep85/Nusap1/Plk1/Dlgap5/Ect2/Kif23/Tubb3/Kif2c/Numa1/Pinx1/Cdc25b/Espl1/Hnrnpu/Hmmr/Aspm/Diaph1/Ncor1/Tppp/Spout1/Tpx2/Kif18b/Kif20a/Mapre1/Cttn/Chmp5/Haus7/Afg2a/Calm3/Tfdp2/Chmp2b/Nek2/Cdc6/Cenpe/Kif3a/Ccnb1/Myc/Plk2/Ccdc57/Nin/Kifc1/Ciao1/Cpeb1/Chmp4c/Dctn4/Knstrn/Ckap2l	53
GO:0030141	secretory granule	66/2091	498/28573	2.0731607512554e-06	4.30297897487493e-05	2.99064231014397e-05	Defa24/Defa39/Defa40/Defa35/Defa3/Cd177/Defa38/Defa26/Pnliprp2/Baiap2/Ccl28/Vegfa/Defa17/Ctsh/Car4/Fstl4/Itga1/Chga/App/Slc18b1/Cyp51/Pcsk4/Bace2/Clip2/Defa34/Kit/Defa30/Chgb/Sytl4/Lamp2/Ap2a2/Rab27b/Tmem184a/Atp7a/Atp2c1/Defa20/Lamp1/Sst/Lrp1/Aqp1/Atp6v0a2/Scg5/Unc13d/Ica1/Slc18a2/Syt2/Stxbp5l/Brca2/Cxadr/Scamp1/Rab4a/Rab3b/Flot2/Ctsl/Ppfia3/Defa28/Fas/Defa32/Trim36/Cpe/Gck/Slc18a1/Serpine1/Cd46/Defa5/Pcsk1	66
GO:0030686	90S preribosome	11/2091	28/28573	2.09746390208084e-06	4.30297897487493e-05	2.99064231014397e-05	Rsl1d1/Tbl3/Utp18/Noc2l/Utp4/Kri1/Mphosph10/Heatr1/Noc4l/Wdr36/Nop14	11
GO:0045178	basal part of cell	48/2091	325/28573	2.64934693816302e-06	5.27531728569519e-05	3.66643368841756e-05	Arrb1/Abcc3/Erbb3/Itga2/Slc7a5/P2ry4/Ldlr/Naip1/Erbb2/Cldn8/Dsp/Ceacam1/Ide/Slc2a1/Slc1a3/Slc12a6/Cnnm4/Itga1/Hsp90aa1/Cdh1/Mpp4/Slc1a5/Stk39/Slc39a8/Ctnnb1/Adcy8/Atp7a/Slc26a10/Slc2a2/Slc23a1/Rhbg/Lrp1/Aqp1/Heph/Cd38/Palm/Cxadr/Eps15/Slc11a2/Cd44/Slc7a1/Flot2/Ddr1/Mttp/Gck/Slc43a2/Trpc4/Cd46	48
GO:0005901	caveola	21/2091	97/28573	5.72382076847589e-06	0.000110715047435948	7.69488085265781e-05	Ldlr/Adtrp/Lrp6/Slc2a1/Insr/Hck/Cacna1h/Cdh1/Vdr/Cbl/Ctnnb1/Adcy8/Src/Ctnnd1/Aqp1/Flot2/Lrp8/Igf1r/Kcnma1/Plpp2/Trpc4	21
GO:0015935	small ribosomal subunit	19/2091	83/28573	6.67675562301596e-06	0.000125560098799495	8.72663673534542e-05	mt-Rnr1/Rps25/Rps19/Rps27/Larp4/Rps15/Fau/Mrps28/Uba52/Rpsa/Mrps26/Mrps6/Rps15a/Rps8/Rps11/Rps7/Rps26/Rps20/Rps5	19
GO:0098858	actin-based cell projection	37/2091	234/28573	7.51523214298012e-06	0.000137508436778312	9.55706619605154e-05	Ceacam20/Slc7a5/Erbb2/Kif13b/Pls1/Slc34a2/Cd24a/App/Slc27a4/Atp8b1/Adcy6/Cdh1/Tubb3/Pdzk1/Ctnnb1/Prom1/Src/Epha4/Atp7a/Slc26a2/Cblif/Clic5/Vil1/Palm/Muc4/Cxadr/Enpp7/Cd44/Ctsl/Dbn1/Mttp/Slc38a4/Espn/Snap25/Tprn/Anks4b/Wwox	37
GO:0061702	canonical inflammasome complex	9/2091	21/28573	7.73919366151255e-06	0.000137879844969579	9.58287968613881e-05	Casp4/Nlrp6/Naip1/Nlrp9b/Nlrc4/Aim2/Casp1/Pycard/Naip2	9
GO:0045335	phagocytic vesicle	23/2091	115/28573	8.57588737442105e-06	0.000148868609038027	0.000103466171561841	B2m/Vim/Pld4/Rab43/H2-T23/Cdc42ep2/Syk/Tap1/Rab11b/Lamp2/Lamp1/Tapbp/Pla2g5/Atg14/Evl/H2-T3/Unc93b1/Rab22a/Ctss/Mpeg1/Rab9/H2-D1/Pik3c3	23
GO:0019867	outer membrane	36/2091	229/28573	1.13064746383789e-05	0.000186694715370305	0.000129755947711306	Cpt1a/Slc44a1/Acsl1/Acsl4/Clmn/Bnip3l/Trim14/Bcl2/Maoa/Hk2/Msto1/Dmpk/Mlxip/Mgst1/Bri3bp/Psen1/Acsl6/Epha4/Retsat/Ubc/Capn10/Dnajc11/Nucb2/Slc11a2/Mgst3/Hadhb/Pink1/Tomm40/Bnip3/Tomm5/Qtrt1/Mief1/Exd2/Abcb6/Acsl3/Cyb5r3	36
GO:0031968	organelle outer membrane	36/2091	229/28573	1.13064746383789e-05	0.000186694715370305	0.000129755947711306	Cpt1a/Slc44a1/Acsl1/Acsl4/Clmn/Bnip3l/Trim14/Bcl2/Maoa/Hk2/Msto1/Dmpk/Mlxip/Mgst1/Bri3bp/Psen1/Acsl6/Epha4/Retsat/Ubc/Capn10/Dnajc11/Nucb2/Slc11a2/Mgst3/Hadhb/Pink1/Tomm40/Bnip3/Tomm5/Qtrt1/Mief1/Exd2/Abcb6/Acsl3/Cyb5r3	36
GO:0016323	basolateral plasma membrane	40/2091	267/28573	1.23671075848458e-05	0.000199345996070015	0.000138548799258799	Arrb1/Abcc3/Erbb3/Slc7a5/P2ry4/Ldlr/Naip1/Erbb2/Cldn8/Dsp/Ceacam1/Ide/Slc2a1/Slc1a3/Slc12a6/Cnnm4/Hsp90aa1/Cdh1/Stk39/Slc39a8/Ctnnb1/Adcy8/Atp7a/Slc26a10/Slc2a2/Rhbg/Lrp1/Aqp1/Heph/Cd38/Palm/Cxadr/Cd44/Slc7a1/Flot2/Ddr1/Mttp/Slc43a2/Trpc4/Cd46	40
GO:0042613	MHC class II protein complex	7/2091	13/28573	1.28779789557165e-05	0.000202753296581863	0.000140916930066225	Cd74/H2-Eb1/H2-Ab1/H2-Aa/B2m/H2-DMb1/H2-DMa	7
GO:0005938	cell cortex	44/2091	306/28573	1.34810960430322e-05	0.000207425045934837	0.000144163873953	Nos2/Cd2ap/Pls1/Slc2a1/Misp/Ncl/Clip2/Ect2/Myl12b/Cdh1/Stk39/Numa1/Septin8/Ctnnb1/Psen1/Iqgap3/Myo5b/Tle6/Mlph/Myzap/Ctnnd1/Pde4dip/Capn10/Gab1/Myadm/Cytip/Mapre1/Cttn/Flot2/Ppfia3/Tsc1/Itch/Cap1/Dbn1/Septin11/Fchsd1/Erc2/Gck/Snap25/Pla2g4c/Llgl2/Trpc4/Gpsm1/Lasp1	44
GO:0030426	growth cone	34/2091	213/28573	1.40708126576056e-05	0.000211687559315533	0.000147126391998823	L1cam/Als2/Clu/App/Hsp90aa1/Inpp5j/Dpysl3/Sirt1/Tubb3/Slc2a13/Cbl/Psen1/Orai2/Src/Epha4/Ctnnd1/Lrp1/Nrp1/Cxadr/Cttn/Pink1/Taok2/Calm3/Arpc3/Tsc1/Dbn1/Dynlt1a/Erc2/Map3k12/Nin/Dclk1/Snap25/Cpeb1/Ptprf	34
GO:0030133	transport vesicle	50/2091	366/28573	1.51358125583215e-05	0.000222759676130079	0.000154821698251023	Car4/Rab5b/Cttnbp2/Sspn/Tgoln1/App/Slc18b1/Sort1/Atg9a/Atp6v0e2/Dpysl3/Rab11b/Ptprs/Nrgn/Madd/Sytl4/Psen1/Rab3c/Slc17a8/Ap2a2/Rab27b/Atp7a/Adam10/Lamp1/Hspa8/Unc13d/Sec23a/Ica1/Slc18a2/Syt2/Scamp1/Rab4a/Atp13a2/Rab3b/Snap29/Rab40c/Calm3/Akap7/Brsk1/Yipf1/Slc6a7/Yipf3/Slc18a1/Dbi/Igf2r/Syngr1/Ncstn/Snap25/Fgfrl1/Rab3ip	50
GO:0043235	receptor complex	55/2091	417/28573	1.6307109415692e-05	0.000234891767540926	0.000163253704564711	Bmal1/Cd74/Erbb3/Itga2/B2m/Pigr/Itgam/Itgb5/Cd14/Ldlr/Abcg8/Erbb2/Il4ra/Ceacam1/Acvr1c/Lyn/Insr/Itga1/Nbr1/Itln1/App/Ror2/Il18r1/Syk/Gprc5a/Acvr1b/Kit/Vdr/Gp1bb/Grik4/Epha2/Grik5/Tyk2/Cd79a/Lrp1/Grin2c/Alcam/Abcg5/Cd44/Il6st/Tlr2/Pparg/Taok2/Ddr1/Smad3/Gfra3/Itga5/Il11ra1/Mttp/Pdgfrb/Itga10/Prlr/Lrp8/Igf1r/Insrr	55
GO:0000421	autophagosome membrane	12/2091	40/28573	1.84715522844256e-05	0.000258806134801152	0.000179874589529838	Vmp1/Rb1cc1/Lamp2/Lamp1/Gabarapl1/Chmp5/Irgm2/Wdr81/Chmp2b/Wipi1/Chmp4c/Jmy	12
GO:0015934	large ribosomal subunit	25/2091	137/28573	1.89954439371581e-05	0.000258806134801152	0.000179874589529838	Rpl36/Mrpl12/mt-Rnr2/Rsl1d1/Rpl38/Rpl24/Rpl28/Mrpl54/Rpl35a/Rpl35/Rpl41/Rpl26/Rpl11/Rpl34/Uba52/Rpl29/Rpl23/Rpl18/Rpl8/Rpl9/Rpl39/Rpl21/Rpl17/Rpl13a/Rpl6	25
